Ano,"Código da IES","Nome da IES","Sigla da IES","Organização Acadêmica","Categoria Administrativa","Código do Curso","Código da Área","Área de Enquadramento","Modalidade de Ensino","Código do Município","Município do Curso","Sigla da UF","Concluintes Inscritos","Concluintes Participantes","Nota Bruta - FG","Nota Bruta - CE","Nota Contínua do Enade","Concluintes Participantes com nota no Enem","Percentual de Concluintes participantes com nota no Enem","Nota Bruta - IDD","Nota Padronizada - IDD","Nota Bruta - Organização Didático-Pedagógica","Nota Padronizada - Organização Didático-Pedagógica","Nota Bruta - Infraestrutura e Instalações Físicas","Nota Padronizada - Infraestrutura e Instalações Físicas","Nota Bruta - Oportunidades de Ampliação da Formação","Nota Padronizada - Oportunidades de Ampliação da Formação","Nr. de Docentes","Nota Bruta - Mestres","Nota Padronizada - Mestres","Nota Bruta - Doutores","Nota Padronizada - Doutores","Nota Bruta - Regime de Trabalho","Nota Padronizada - Regime de Trabalho","CPC Contínuo","CPC Faixa",Obs
2015,1,"UNIVERSIDADE FEDERAL DE MATO GROSSO",UFMT,Universidade,Federal,13,1,ADMINISTRAÇÃO,"Educação Presencial",5103403,CUIABA,MT,76,66,"66,69090909090909","51,416666666666686","4,324608325958252",62,"0,939393937587738","0,5804351568222046","2,8220611303514485","4,482194423675537","1,0316273565675707","4,374451637268066","2,075381658514707","4,202513217926025","2,3868544798814435",31,"0,7419354838709677","3,580645161290322","0,25806451612903225","1,4516129032258063",1,5,"2,9547458800606416",4,
2015,1,"UNIVERSIDADE FEDERAL DE MATO GROSSO",UFMT,Universidade,Federal,1127343,1,ADMINISTRAÇÃO,"Educação Presencial",5107602,RONDONOPOLIS,MT,22,22,"58,16818181818183","42,29545454545454","2,924346685409546",20,"0,9090909361839294","0,8245201706886292","2,947523664389689","5,445202827453613","3,5494572186786493","5,139807224273682","3,4523772858567354","4,935064792633057","3,451821346281851",24,"0,875","4,3125","0,20833333333333334","1,171875",1,5,"3,0158450589690817",4,
2015,2,"UNIVERSIDADE DE BRASÍLIA",UNB,Universidade,Federal,145,1,ADMINISTRAÇÃO,"Educação Presencial",5300108,BRASILIA,DF,232,157,"65,99426751592357","56,04012738853506","4,817257881164551",84,"0,5350318551063538","0,5308029055595398","2,796549576344924","4,324958324432373","0,6205263272067378","3,989053249359131","1,381989065652668","4,142655372619629","2,2998345018397237",133,"0,9849624060150376","4,917293233082707","0,7293233082706767","4,102443609022556",1,5,"3,474542252157352",4,
2015,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Universidade,Federal,305,1,ADMINISTRAÇÃO,"Educação Presencial",2806701,"SAO CRISTOVAO",SE,109,86,"52,84999999999998","40,008139534883725","2,4355292320251465",44,"0,5116279125213623","-1,170873999595642","1,9218678691264888","4,520639896392822","1,132144817153371","4,183413505554199","1,7316738755026575","4,124080181121826","2,272830309691049",33,"0,9090909090909091","4,5","0,42424242424242425","2,3863636363636367",1,5,"2,4585294588577575",3,
2015,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Universidade,Federal,20762,1,ADMINISTRAÇÃO,"Educação Presencial",2806701,"SAO CRISTOVAO",SE,86,54,"54,33148148148148","40,912962962962965","2,6019632816314697",14,"0,25925925374031067","-3,4453606605529785","0,7527552898673271","4,453983306884766","0,957868091310238","4,1124420166015625","1,6039849533689816","4,0085978507995605","2,1049447167932316",30,"0,8333333333333334","4,083333333333334","0,43333333333333335","2,4375",1,5,"2,035394980216406",3,
2015,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Universidade,Federal,95033,1,ADMINISTRAÇÃO,"Educação Presencial",2802908,ITABAIANA,SE,54,37,"55,435135135135134","37,83243243243243","2,3013978004455566",8,"0,21621622145175934","-0,4304864704608917","2,302435664355375","4,3585052490234375","0,708236307915105","3,7943382263183594","1,0316659741940342","3,7259397506713867","1,6940227809874406",24,"0,7916666666666666","3,854166666666667","0,20833333333333334","1,171875",1,5,"2,253027383941513",3,
2015,4,"UNIVERSIDADE FEDERAL DO AMAZONAS",UFAM,Universidade,Federal,392,1,ADMINISTRAÇÃO,"Educação Presencial",1302603,MANAUS,AM,183,154,"61,37077922077925","45,161688311688295","3,3870606422424316",124,"0,8051947951316833","0,08078054338693619","2,5652328517427825","4,803424835205078","1,871499074814483","4,121026515960693","1,6194298240684843","4,295825958251953","2,5225104256076962",72,"0,7638888888888888","3,7013888888888893","0,3194444444444444","1,796875",1,5,"2,78177572567983",3,
2015,4,"UNIVERSIDADE FEDERAL DO AMAZONAS",UFAM,Universidade,Federal,101608,1,ADMINISTRAÇÃO,"Educação Presencial",1300607,"BENJAMIN CONSTANT",AM,66,60,"53,22166666666667","37,48000000000001","2,1657445430755615",28,"0,46666666865348816","0,7906275987625122","2,9301024884986897","5,109496593475342","2,671737795368063","4,680754661560059","2,6264691951483394","4,4707794189453125","2,7768537991442677",16,"0,1875","0,53125",0,0,1,5,"2,274653668978282",3,
2015,4,"UNIVERSIDADE FEDERAL DO AMAZONAS",UFAM,Universidade,Federal,112106,1,ADMINISTRAÇÃO,"Educação Presencial",1303403,PARINTINS,AM,75,60,"56,74666666666667","35,516666666666666","2,0963058471679688",33,"0,550000011920929","-0,2542206645011902","2,3930383372916957","4,950042247772217","2,2548370583863004","4,207583904266357","1,7751602417131274","4,117724895477295","2,2635911395471005",15,"0,5333333333333333","2,4333333333333336",0,0,1,5,,"Curso não reconhecido até 31/12/2015",
2015,4,"UNIVERSIDADE FEDERAL DO AMAZONAS",UFAM,Universidade,Federal,1104306,1,ADMINISTRAÇÃO,"Educação a Distância",1302603,MANAUS,AM,17,1,,,,,,,,6,5,6,5,6,5,9,1,5,"0,8888888888888888",5,1,5,,SC,
2015,5,"UNIVERSIDADE FEDERAL DO PIAUÍ",UFPI,Universidade,Federal,500,1,ADMINISTRAÇÃO,"Educação Presencial",2207702,PARNAIBA,PI,36,28,"53,55357142857143","37,4357142857143","2,1751022338867188",19,"0,6785714030265808","-1,2426903247833252","1,8849534432851223","4,8139142990112305","1,8989242614536126","4,639689922332764","2,552587241042331","4,103940963745117","2,2435523721888226",31,"0,6129032258064516","2,870967741935484","0,1935483870967742","1,0887096774193548",1,5,"2,174520675151059",3,
2015,5,"UNIVERSIDADE FEDERAL DO PIAUÍ",UFPI,Universidade,Federal,18373,1,ADMINISTRAÇÃO,"Educação Presencial",2211001,TERESINA,PI,87,57,"62,69122807017545","45,97017543859646","3,5356316566467285",37,"0,6491228342056274","-0,0746329128742218","2,4853485289107518","4,582353591918945","1,2934981188351615","4,300271511077881","1,9419198910254258","3,743037462234497","1,7188790463135586",64,"0,765625","3,7109375","0,203125","1,142578125",1,5,"2,6387856773198557",3,
2015,5,"UNIVERSIDADE FEDERAL DO PIAUÍ",UFPI,Universidade,Federal,99870,1,ADMINISTRAÇÃO,"Educação Presencial",2208007,PICOS,PI,46,35,"54,48571428571427","38,01428571428572","2,2808687686920166",21,"0,6000000238418579","-0,6950042843818665","2,1664704336061296","4,8111982345581055","1,891822985742344","4,719696998596191","2,696532612372523","3,9738094806671143","2,0543701732302813",27,"0,5555555555555556","2,555555555555556",0,0,1,5,"2,1091776810472744",3,
2015,5,"UNIVERSIDADE FEDERAL DO PIAUÍ",UFPI,Universidade,Federal,108006,1,ADMINISTRAÇÃO,"Educação a Distância",2211001,TERESINA,PI,9,0,,,,,,,,,0,,0,,0,7,"0,8571428571428571","4,214285714285714","0,2857142857142857","1,607142857142857",1,5,,SC,
2015,5,"UNIVERSIDADE FEDERAL DO PIAUÍ",UFPI,Universidade,Federal,116640,1,ADMINISTRAÇÃO,"Educação Presencial",2203909,FLORIANO,PI,109,69,"54,51739130434784","37,01304347826087","2,1690237522125244",65,"0,9420289993286133","-0,27977699041366577","2,3799020887408484","4,844356536865234","1,9785168955755914","4,871084213256836","2,9689021307538748","4,1724724769592285","2,343181931932105",21,"0,5714285714285714","2,642857142857143","0,047619047619047616","0,2678571428571428",1,5,"2,235576760648825",3,
2015,6,"UNIVERSIDADE FEDERAL DE OURO PRETO",UFOP,Universidade,Federal,112594,1,ADMINISTRAÇÃO,"Educação Presencial",3140001,MARIANA,MG,98,85,"60,559999999999974","44,33882352941177","3,258923053741455",51,"0,6000000238418579","-0,1651207059621811","2,438836751556997","4,915623664855957","2,1648480868071114","4,716080188751221","2,6900254000048216","4,584420204162598","2,942062195531286",33,"0,8181818181818182","4,000000000000001","0,6060606060606061","3,409090909090909",1,5,"3,0621575415559326",4,
2015,7,"UNIVERSIDADE FEDERAL DE SÃO CARLOS",UFSCAR,Universidade,Federal,115084,1,ADMINISTRAÇÃO,"Educação Presencial",3552205,SOROCABA,SP,69,64,"66,68906249999998","58,85312500000002","4,91783332824707",55,"0,859375","0,17909517884254456","2,615767717042037","4,935120105743408","2,2158224302071514","4,693690776824951","2,649743310418394","4,81845235824585","3,282292833723082",30,1,5,"0,9666666666666667",5,1,5,"3,7798165352436603",4,
2015,8,"UNIVERSIDADE FEDERAL DE VIÇOSA",UFV,Universidade,Federal,683,1,ADMINISTRAÇÃO,"Educação Presencial",3171303,VICOSA,MG,79,74,"66,50945945945946","55,89324324324326","4,822947025299072",69,"0,9324324131011963","0,5051140785217285","2,783345220675642","4,574231147766113","1,272261614188788","4,59357213973999","2,4696140635400763","4,302690029144287","2,5324892562065964",25,"0,92","4,5600000000000005","0,72","4,050000000000001",1,5,"3,545472787942617",4,
2015,8,"UNIVERSIDADE FEDERAL DE VIÇOSA",UFV,Universidade,Federal,111120,1,ADMINISTRAÇÃO,"Educação Presencial",3155504,"RIO PARANAIBA",MG,42,39,"59,73846153846153","45,07692307692307","3,3068268299102783",31,"0,7948718070983887","0,7343564033508301","2,9011784400375493","4,873159885406494","2,053824578043843","4,255227088928223","1,8608778585514765","4,446369171142578","2,7413667344677197",25,"0,72","3,4600000000000004","0,32","1,7999999999999998",1,5,"2,8968927246377527",3,
2015,8,"UNIVERSIDADE FEDERAL DE VIÇOSA",UFV,Universidade,Federal,1126514,1,ADMINISTRAÇÃO,"Educação Presencial",3126000,FLORESTAL,MG,42,39,"54,7","42,607692307692304","2,8095457553863525",37,"0,9487179517745972","-0,5271084308624268","2,2527708537072577","5,037808418273926","2,484305756795769","4,562537670135498","2,4137781492698753","4,42809534072876","2,7148006542286325",7,"0,8571428571428571","4,214285714285714","0,42857142857142855","2,4107142857142856",1,5,"2,7779393768822747",3,
2015,9,"UNIVERSIDADE ESTADUAL DE LONDRINA",UEL,Universidade,Estadual,766,1,ADMINISTRAÇÃO,"Educação Presencial",4113700,LONDRINA,PR,157,141,"61,1340425531915","51,31205673758868","4,072271347045898",99,"0,7021276354789734","0,26372048258781433","2,659266106736079","4,502983570098877","1,0859815381792062","3,8524773120880127","1,136267375479537","4,0032243728637695","2,0971328764306745",58,"0,896551724137931","4,431034482758621","0,5172413793103449","2,90948275862069",1,5,"3,079637712814992",4,
2015,10,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ",PUCPR,Universidade,Privada,877,1,ADMINISTRAÇÃO,"Educação Presencial",4125506,"SAO JOSE DO PINHAIS",PR,35,29,"58,1448275862069","54,73103448275862","4,329497337341309",23,"0,7931034564971924","2,6935300827026367","3,908216481983936","5,325989723205566","3,2377690624246522","4,935454368591309","3,0847142106965872","5,114761829376221","3,713060823104137",10,1,5,"0,2","1,125","0,8","4,000000000000001","3,5674201469569216",4,
2015,10,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ",PUCPR,Universidade,Privada,19312,1,ADMINISTRAÇÃO,"Educação Presencial",4115200,MARINGA,PR,25,24,"55,41666666666666","48,637499999999996","3,522388458251953",15,"0,625","2,34035587310791","3,726680833437501","5,515291690826416","3,732707782753824","5,691161632537842","4,444350980418567","5,54107141494751","4,332820030698335",14,"0,9285714285714286","4,607142857142858","0,21428571428571427","1,2053571428571428","0,5714285714285714","2,8571428571428577","3,35993211684844",4,
2015,10,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ",PUCPR,Universidade,Privada,21596,1,ADMINISTRAÇÃO,"Educação Presencial",4106902,CURITIBA,PR,214,183,"54,08524590163932","45,89781420765025","3,154971122741699",118,"0,6448087692260742","-1,3530546426773071","1,828224901163489","5,018436908721924","2,433658052131044","5,116545677185059","3,4105260873157226","4,843006610870361","3,3179892493437677",65,"0,8923076923076924","4,407692307692309","0,4461538461538462","2,509615384615385","0,7076923076923077","3,5384615384615388","2,6792771756186156",3,
2015,10,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ",PUCPR,Universidade,Privada,49548,1,ADMINISTRAÇÃO,"Educação Presencial",4113700,LONDRINA,PR,49,43,"58,42093023255813","47,1046511627907","3,4790890216827393",26,"0,604651153087616","0,7016778588294983","2,884381288342807","5,50356912612915","3,7020585969943753","5,589876174926758","4,262122439055903","5,585497856140137","4,397406183395031",22,"0,7272727272727273","3,5000000000000004","0,09090909090909091","0,5113636363636364","0,6363636363636364","3,1818181818181817","2,8838878356596886",3,
2015,10,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ",PUCPR,Universidade,Privada,60114,1,ADMINISTRAÇÃO,"Educação Presencial",4127700,TOLEDO,PR,31,28,"55,20357142857143","42,57142857142857","2,827240467071533",22,"0,7857142686843872","0,06397772580385208","2,5565960082120704","4,966252326965332","2,2972190576497424","4,9443182945251465","3,1006618139534363","4,310119152069092","2,5432895466359726",19,"0,6842105263157895","3,2631578947368425","0,15789473684210525","0,888157894736842","0,631578947368421","3,1578947368421058","2,4659660865547806",3,
2015,11,"UNIVERSIDADE CATÓLICA DE PERNAMBUCO",UNICAP,Universidade,Privada,960,1,ADMINISTRAÇÃO,"Educação Presencial",2611606,RECIFE,PE,212,188,"54,59680851063828","38,3813829787234","2,3271870613098145",138,"0,7340425252914429","-0,7408763766288757","2,1428916450366056","5,490427017211914","3,667697947437096","5,511709213256836","4,121487724617862","5,144078254699707","3,755680377397362",40,"0,95","4,7250000000000005","0,35","1,96875","0,5","2,5000000000000004","2,627680729748384",3,
2015,11,"UNIVERSIDADE CATÓLICA DE PERNAMBUCO",UNICAP,Universidade,Privada,29332,1,ADMINISTRAÇÃO,"Educação Presencial",2611606,RECIFE,PE,9,4,"74,05000000000001","35,45","2,6012542247772217",,,,"2,6012542247772217","5,195652008056641","2,8969950981748878","5,204166412353516","3,5681696339755242","4,2083330154418945","2,3953151695278194",2,1,5,"0,5","2,8125",1,5,"3,05813081692756",4,
2015,12,"UNIVERSIDADE FEDERAL DO RIO GRANDE",FURG,Universidade,Federal,1028,1,ADMINISTRAÇÃO,"Educação Presencial",4315602,"RIO GRANDE",RS,28,24,"64,03750000000001","54,17916666666667","4,522136688232422",15,"0,625","3,5193660259246826","4,3327057551893775","4,585078239440918","1,3006218353755739","4,658712387084961","2,5868116606843494","4,100198268890381","2,238111327286372",60,"0,8666666666666667","4,266666666666667","0,55","3,09375",1,5,"3,8627768558323106",4,
2015,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Universidade,Privada,31041,1,ADMINISTRAÇÃO,"Educação Presencial",4305108,"CAXIAS DO SUL",RS,620,468,"51,89017094017096","37,62927350427353","2,1249947547912598",94,"0,20085470378398895","0,2519102990627289","2,653195535138739","4,7623701095581055","1,7641596021689812","4,890086650848389","3,003090518369599","4,5264129638671875","2,8577325850862545",92,"0,9347826086956522","4,641304347826088","0,40217391304347827","2,2622282608695654","0,7608695652173914","3,8043478260869574","2,680285351139034",3,
2015,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Universidade,Privada,32252,1,ADMINISTRAÇÃO,"Educação Presencial",4322509,VACARIA,RS,48,39,"52,4051282051282","38,25641025641024","2,2181966304779053",12,"0,3076923191547394","-0,9492921829223633","2,0357634982610167","4,812028884887695","1,8939947593183672","4,957698822021484","3,124735497045074","3,8541812896728516","1,880457422107931",22,"0,9090909090909091","4,5","0,5","2,8125","0,8181818181818182","4,090909090909092","2,5676475496589486",3,
2015,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Universidade,Privada,34655,1,ADMINISTRAÇÃO,"Educação Presencial",4307906,FARROUPILHA,RS,72,63,"55,16984126984127","41,09365079365078","2,658679962158203",12,"0,190476194024086",,"2,658679962158203","4,777362823486328","1,8033587438322007","4,804786205291748","2,849621539327627","4,309560775756836","2,542477791816153",38,"0,9473684210526315","4,710526315789474","0,5","2,8125","0,631578947368421","3,1578947368421058","2,8155754856835804",3,
2015,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Universidade,Privada,40435,1,ADMINISTRAÇÃO,"Educação Presencial",4304408,CANELA,RS,76,57,"52,58771929824562","40,6140350877193","2,492689371109009",11,"0,19298245012760162",,"2,492689371109009","4,989194869995117","2,357203393951","5,025226593017578","3,2462286264668787","4,3214287757873535","2,559731221116328",26,"0,9615384615384616","4,788461538461538","0,34615384615384615","1,9471153846153846","0,8076923076923077","4,038461538461538","2,7281606589690703",3,
2015,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Universidade,Privada,40604,1,ADMINISTRAÇÃO,"Educação Presencial",4313300,"NOVA PRATA",RS,73,68,"51,04411764705884","34,53235294117647","1,7381901741027832",19,"0,27941176295280457","-0,5208539366722107","2,255985736414728","5,041199684143066","2,4931723777330124","4,896329402923584","3,014322215708814","4,7913818359375","3,242938322300353",26,"0,9615384615384616","4,788461538461538","0,46153846153846156","2,5961538461538463","0,6153846153846154","3,0769230769230775","2,5353374628155603",3,
2015,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Universidade,Privada,40943,1,ADMINISTRAÇÃO,"Educação Presencial",4302105,"BENTO GONCALVES",RS,115,90,"52,342222222222226","37,73888888888889","2,1569550037384033",19,"0,21111111342906952","-0,37533795833587646","2,3307826405586316","4,824035167694092","1,9253857391522904","4,807946681976318","2,8553077362390473","4,529262542724609","2,86187523820602",31,"0,967741935483871","4,822580645161291","0,45161290322580644","2,540322580645161","0,7096774193548387","3,5483870967741944","2,6147520908886617",3,
2015,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Universidade,Privada,42313,1,ADMINISTRAÇÃO,"Educação Presencial",4319505,"SAO SEBASTIAO DO CAI",RS,103,91,"54,972527472527496","36,879120879120876","2,173579216003418",20,"0,21978022158145905","0,04102246090769768","2,5447967352547933","5,089995861053467","2,620752231553452","4,993061065673828","3,1883577606164293","4,631547451019287","3,0105747182531424",20,"0,95","4,7250000000000005","0,3","1,6874999999999998","0,75","3,7500000000000004","2,64538337389352",3,
2015,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Universidade,Privada,68237,1,ADMINISTRAÇÃO,"Educação Presencial",4309407,GUAPORE,RS,48,45,"47,404444444444444","32,95777777777777","1,4026143550872803",21,"0,46666666865348816","-1,6114305257797241","1,695416694240399","4,789632320404053","1,8354379090931987","4,798023700714111","2,837454725115532","4,312422275543213","2,546637775312089",17,"0,9411764705882353","4,676470588235294","0,4117647058823529","2,316176470588235","0,7058823529411765","3,5294117647058827","2,179982884880988",3,
2015,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Universidade,Privada,106910,1,ADMINISTRAÇÃO,"Educação Presencial",4305108,"CAXIAS DO SUL",RS,106,92,"54,3413043478261","37,62717391304349","2,2308454513549805",34,"0,3695652186870575","-0,06496811658143997","2,490316346535636","4,443011283874512","0,9291812313881374","4,7560553550720215","2,7619470402993334","4,64874792098999","3,035580371421849",51,"0,9019607843137255","4,46078431372549","0,35294117647058826","1,9852941176470589","0,803921568627451","4,019607843137255","2,5352787946248565",3,
2015,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Universidade,Privada,106912,1,ADMINISTRAÇÃO,"Educação Presencial",4302105,"BENTO GONCALVES",RS,53,48,"58,10416666666666","39,143750000000004","2,565195083618164",24,"0,5","-0,5873072743415833","2,2218279484898176","4,5653157234191895","1,2489518262720773","4,736506462097168","2,726775493109004","4,904941558837891","3,408028872129414",28,"0,9642857142857143","4,803571428571429","0,39285714285714285","2,2098214285714284","0,5357142857142857","2,6785714285714284","2,498523610695589",3,
2015,14,"UNIVERSIDADE DO VALE DO RIO DOS SINOS",UNISINOS,Universidade,Privada,96103,1,ADMINISTRAÇÃO,"Educação Presencial",4318705,"SAO LEOPOLDO",RS,418,360,"53,41472222222223","41,74916666666671","2,656838893890381",139,"0,3861111104488373","-0,6733967065811157","2,1775769797326943","4,906778335571289","2,141721565661742","5,137295722961426","3,4478586981783326","4,630165100097656","3,008565087832426",148,"0,9797297297297297","4,888513513513514","0,31756756756756754","1,7863175675675675","0,9324324324324325","4,662162162162162","2,686004212024688",3,
2015,14,"UNIVERSIDADE DO VALE DO RIO DOS SINOS",UNISINOS,Universidade,Privada,1115208,1,ADMINISTRAÇÃO,"Educação a Distância",4318705,"SAO LEOPOLDO",RS,129,118,"53,90254237288135","43,80508474576271","2,910426616668701",24,"0,20338982343673706","0,10572682321071625","2,5780555295136978","5,131618976593018","2,7295777857733623","5,398409366607666","3,9176433991000748","4,681896686553955","3,083771295046327",33,1,5,"0,30303030303030304","1,7045454545454546","0,9393939393939394","4,696969696969697","2,9450540903822437",4,
2015,14,"UNIVERSIDADE DO VALE DO RIO DOS SINOS",UNISINOS,Universidade,Privada,5000722,1,ADMINISTRAÇÃO,"Educação Presencial",4314902,"PORTO ALEGRE",RS,2,1,,,,,,,,"5,130434989929199","2,7264821980642537","5,666666507720947","4,400280380638895","3,5714285373687744","1,4693978831153474",55,1,5,"0,509090909090909","2,8636363636363638","0,9272727272727272","4,636363636363637",,SC,
2015,15,"UNIVERSIDADE CATÓLICA DE PETRÓPOLIS",UCP,Universidade,Privada,1312,1,ADMINISTRAÇÃO,"Educação Presencial",3303906,PETROPOLIS,RJ,41,25,"56,62399999999999","47,888000000000005","3,4898934364318848",14,"0,5600000023841858","1,370209813117981","3,2280144829496296","5,085208415985107","2,6082352357421574","5,126554012298584","3,4285326635036837","4,346153736114502","2,595675807723774",26,"0,6153846153846154","2,884615384615385","0,07692307692307693","0,4326923076923077","0,46153846153846156","2,307692307692308","2,714046850444611",3,
2015,17,"UNIVERSIDADE FEDERAL DE UBERLÂNDIA",UFU,Universidade,Federal,1442,1,ADMINISTRAÇÃO,"Educação Presencial",3170206,UBERLANDIA,MG,384,343,"60,682215743440274","50,921282798833786","4,008528232574463",210,"0,6122449040412903","-0,822914719581604","2,1007229832572296","4,349606990814209","0,6849714016566817","4,244719982147217","1,841973913327706","4,447035312652588","2,7423351558881204",81,"0,9135802469135802","4,5246913580246915","0,7160493827160493","4,027777777777778",1,5,"3,067507138861281",4,
2015,17,"UNIVERSIDADE FEDERAL DE UBERLÂNDIA",UFU,Universidade,Federal,103016,1,ADMINISTRAÇÃO,"Educação Presencial",3134202,ITUIUTABA,MG,34,34,"59,020588235294106","43,26470588235294","3,0708389282226563",33,"0,970588207244873","-0,10275799036026001","2,470891912195433","5,013810634613037","2,42156244522256","5,172014236450195","3,5103227894759375","5,042016983032227","3,6073060152071967",19,"0,8947368421052632","4,421052631578947","0,3684210526315789","2,0723684210526314",1,5,"2,9437301386849173",3,
2015,18,"UNIVERSIDADE CATÓLICA DE PELOTAS",UCPEL,Universidade,Privada,1517,1,ADMINISTRAÇÃO,"Educação Presencial",4314407,PELOTAS,RS,65,63,"54,64603174603176","36,64285714285714","2,132732391357422",44,"0,6984127163887024","-1,195738673210144","1,909087137895622","5,045382976531982","2,504109788515133","5,2668352127075195","3,680920707493984","4,841609954833984","3,315958822471647",38,"0,8421052631578947","4,131578947368421","0,3684210526315789","2,0723684210526314","0,7631578947368421","3,8157894736842106","2,4563881113469197",3,
2015,19,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS",PUC-CAMPINAS,Universidade,Privada,1654,1,ADMINISTRAÇÃO,"Educação Presencial",3509502,CAMPINAS,SP,746,576,"52,239236111111055","37,704166666666666","2,148571491241455",341,"0,5920138955116272","-0,1614900380373001","2,4407029570683116","4,989853382110596","2,358925104231418","4,873367786407471","2,9730106396568305","4,4342756271362305","2,7237854144504006",144,"0,8819444444444444","4,350694444444445","0,3194444444444444","1,796875","0,3402777777777778","1,7013888888888888","2,4010623833836577",3,
2015,19,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS",PUC-CAMPINAS,Universidade,Privada,1164641,1,ADMINISTRAÇÃO,"Educação Presencial",3509502,CAMPINAS,SP,12,12,"58,60833333333334","42,675000000000004","2,986314296722412",10,"0,8333333134651184","1,268761396408081","3,175868817662875","5,7028985023498535","4,223214439327105","5,47537899017334","4,056123913108941","4,964285850524902","3,494302257565714",45,"0,8888888888888888","4,388888888888889","0,2222222222222222","1,25","0,35555555555555557","1,777777777777778","2,965721780570611",4,
2015,20,"UNIVERSIDADE DE PASSO FUNDO",UPF,Universidade,Privada,1729,1,ADMINISTRAÇÃO,"Educação Presencial",4314100,"PASSO FUNDO",RS,192,132,"50,678787878787865","36,79772727272728","1,97853684425354",70,"0,5303030014038086","-0,0037391011137515306","2,5217887721284944","4,947261810302734","2,2475674764564535","4,984366416931152","3,172714713772307","4,6411566734313965","3,024544387876556",89,"0,8314606741573034","4,073033707865169","0,1797752808988764","1,0112359550561798","0,6853932584269663","3,4269662921348316","2,3953357384738716",3,
2015,20,"UNIVERSIDADE DE PASSO FUNDO",UPF,Universidade,Privada,1752,1,ADMINISTRAÇÃO,"Educação Presencial",4304705,CARAZINHO,RS,65,55,"50,778181818181814","35,3290909090909","1,8167717456817627",24,"0,4363636374473572","-0,8109961152076721","2,106849284431013","4,6922712326049805","1,580882857126472","4,457690238952637","2,2251410546591255","4,197843551635742","2,380065824927985",52,"0,7692307692307693","3,730769230769231","0,11538461538461539","0,6490384615384616","0,6346153846153846","3,1730769230769234","2,005220742097079",3,
2015,20,"UNIVERSIDADE DE PASSO FUNDO",UPF,Universidade,Privada,1767,1,ADMINISTRAÇÃO,"Educação Presencial",4313706,"PALMEIRA DAS MISSOES",RS,10,5,"44,540000000000006","27,560000000000002","0,6682801246643066",4,"0,800000011920929","-4,048464298248291","0,44275301043880216","4,804576873779297","1,8745111327706674","4,733333587646484","2,7210669906574965","3,6571428775787354","1,594007447070605",7,"0,8571428571428571","4,214285714285714","0,14285714285714285","0,8035714285714285","0,8571428571428571","4,285714285714286","1,3631471635395964",2,
2015,20,"UNIVERSIDADE DE PASSO FUNDO",UPF,Universidade,Privada,1770,1,ADMINISTRAÇÃO,"Educação Presencial",4304903,CASCA,RS,55,49,"53,626530612244906","39,128571428571426","2,369680881500244",33,"0,6734693646430969","-0,016014339402318","2,5154791569775634","4,900938034057617","2,1264518281421467","4,642754077911377","2,558100141065383","4,081729888916016","2,211262415308185",47,"0,7021276595744681","3,3617021276595747","0,10638297872340426","0,5984042553191489","0,6382978723404256","3,1914893617021285","2,278274335788831",3,
2015,20,"UNIVERSIDADE DE PASSO FUNDO",UPF,Universidade,Privada,1773,1,ADMINISTRAÇÃO,"Educação Presencial",4311304,"LAGOA VERMELHA",RS,17,13,"56,723076923076924","40,78461538461538","2,6909615993499756",7,"0,5384615659713745","1,2380746603012085","3,160095478643225","4,814726829528809","1,9010486599458878","4,249278545379639","1,8501754888366349","3,8489794731140137","1,8728951391622275",35,"0,7428571428571429","3,585714285714286","0,11428571428571428","0,6428571428571428","0,7142857142857143","3,571428571428572","2,5593498255262386",3,
