"Ano Enade","Código IES",IES,"Sigla IES","Código Área","Código Área Agrupamento","Área Enquadramento","Código UF","Sigla UF","Código Município",Município,"Categoria Administrativa","Organização Acadêmica","Número Cursos Unidade","Número Concluintes Inscritos","Número de Concluintes Participantes","Média FG Conc","Média CE Conc","Nota Enade Concluintes","Conceito Enade Faixa","Número Ingressantes Inscritos","Número Ingressantes Participantes no  Enem","Nota Enem Ingressantes","Nota IDD","Proporção de respostas sobre infraestrutura","Nota de Infraestrutura","Proporção de respostas sobre plano ensino","Nota de Organização Pedagógica","Número docentes","Proporção Docentes Mestres","Nota Mestrado","Proporção Docentes Doutores","Nota Doutorado","Proporção Docentes Parc Integral","Nota Regime","CPC Contínuo","CPC Faixa"
2011,162,"CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO",FEBASP,21,21,"ARQUITETURA E URBANISMO",35,SP,351506150308,"SÃO PAULO",PRIVADA,"CENTROS UNIVERSITÁRIOS",1,280,259,"47,5637065637066","37,5918918918919","1,26678264141083",2,305,180,"57,9634017944336","1,66833817958832","0,933070838451385","4,44931697845459","0,714566946029663","2,14566946029663",58,"0,827586233615875","3,82445168495178","0,344827592372894","2,06896567344666","0,379310339689255","1,89655160903931","2,07131886482239",3
2011,163,"UNIVERSIDADE ESTÁCIO DE SÁ",UNESA,21,21,"ARQUITETURA E URBANISMO",33,RJ,330601804557,"RIO DE JANEIRO",PRIVADA,UNIVERSIDADES,1,66,58,"45,3620689655172","42,451724137931","1,79862236976624",2,237,77,"56,0132484436035","2,12802648544312","0,793103456497192","3,29768657684326","0,669642865657806","1,69642877578735",33,"0,727272748947144","3,14049601554871","0,212121218442917","1,27272737026215","0,545454561710358","2,72727274894714","2,11008405685425",3
2011,203,"UNIVERSIDADE SÃO JUDAS TADEU",USJT,21,21,"ARQUITETURA E URBANISMO",35,SP,351506150308,"SÃO PAULO",PRIVADA,UNIVERSIDADES,1,57,56,"52,1339285714286","45,0214285714286","2,41435384750366",3,209,162,"57,1422538757324","2,48050999641418","0,758928596973419","3,0165011882782","0,660714268684387","1,60714268684387",36,"0,833333313465118","3,86363625526428","0,277777791023254","1,66666674613953","0,16666667163372","0,833333373069763","2,30009531974792",3
2011,207,"CENTRO UNIVERSITÁRIO MOURA LACERDA",CUML,21,21,"ARQUITETURA E URBANISMO",35,SP,350201443402,"RIBEIRÃO PRETO",PRIVADA,"CENTROS UNIVERSITÁRIOS",1,46,46,"52,1521739130435","47,945652173913","2,7909779548645",3,108,67,"56,122013092041","3,29910969734192","0,847826063632965","3,74793601036072","0,760869562625885","2,60869574546814",24,"0,958333313465118","4,71590900421143","0,291666656732559","1,75","0,25","1,24999988079071","2,89957451820374",3
2011,215,"UNIVERSIDADE DO GRANDE ABC",UNIABC,21,21,"ARQUITETURA E URBANISMO",35,SP,351506147809,"SANTO ANDRÉ",PRIVADA,UNIVERSIDADES,1,25,22,"58,0909090909091","42,1272727272727","2,29345870018005",3,97,37,"54,0243225097656","2,90246510505676","0,976190447807312","4,80409860610962","0,761904776096344","2,61904788017273",30,1,5,"0,600000023841858","3,60000014305115","0,533333361148834","2,66666674613953","3,14629054069519",4
2011,216,"CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX",IMIH,21,21,"ARQUITETURA E URBANISMO",31,MG,310703006200,"BELO HORIZONTE",PRIVADA,"CENTROS UNIVERSITÁRIOS",2,108,91,"45,6428571428571","41,0505494505495","1,63036274909973",2,290,188,"58,6849594116211","1,32645297050476","0,616666674613953","1,84599161148071","0,75842696428299","2,58426976203918",119,"0,815126061439514","3,73949575424194","0,0672268941998482","0,403361439704895","0,201680675148964","1,0084034204483","1,53919732570648",2
2011,221,"UNIVERSIDADE CRUZEIRO DO SUL",UNICSUL,21,21,"ARQUITETURA E URBANISMO",35,SP,351506150308,"SÃO PAULO",PRIVADA,UNIVERSIDADES,1,36,34,"48,8382352941176","39,3882352941176","1,55139267444611",2,103,45,"53,8152770996094","2,03573679924011","0,808823525905609","3,42702889442444","0,838235318660736","3,38235330581665",15,"0,866666674613953","4,09090900421143","0,400000005960464","2,40000009536743","0,866666674613953","4,33333349227905","2,52530837059021",3
2011,222,"CENTRO UNIVERSITÁRIO DE VOTUPORANGA",UNIFEV,21,21,"ARQUITETURA E URBANISMO",35,SP,350100357105,VOTUPORANGA,PRIVADA,"CENTROS UNIVERSITÁRIOS",1,18,18,"59,7222222222222","42,2055555555555","2,3722825050354",3,97,76,"54,4130249023438","2,78570246696472",1,5,"0,944444417953491","4,44444417953491",19,"0,89473682641983","4,28229665756226","0,684210538864136","4,10526323318481","0,947368443012238","4,73684215545654","3,4500105381012",4
2011,227,"UNIVERSIDADE CATÓLICA DE SANTOS",UNISANTOS,21,21,"ARQUITETURA E URBANISMO",35,SP,351506348500,SANTOS,PRIVADA,UNIVERSIDADES,1,55,55,"51,4545454545455","44,9236363636364","2,37314748764038",3,83,36,"56,3884735107422","2,97846961021423","0,818181812763214","3,50402760505676","0,827272713184357","3,27272725105286",38,"0,789473712444305","3,56459355354309","0,263157904148102","1,57894742488861","0,394736856222153","1,97368431091309","2,67756342887878",3
2011,240,"UNIVERSIDADE SANTA ÚRSULA",USU,21,21,"ARQUITETURA E URBANISMO",33,RJ,330601804557,"RIO DE JANEIRO",PRIVADA,UNIVERSIDADES,1,42,38,"48,6052631578947","36,0473684210526","1,11216568946838",2,2,0,,"1,11216568946838","0,702702701091766","2,55388307571411","0,685714304447174","1,85714304447174",16,"0,1875",0,"0,0625","0,375000029802322","0,3125","1,5625","1,11595559120178",2
2011,265,"FACULDADES INTEGRADAS DE OURINHOS",FIO,21,21,"ARQUITETURA E URBANISMO",35,SP,351004034708,OURINHOS,PRIVADA,FACULDADES,1,20,18,"49,5","41,6777777777778","1,87356531620026",,78,41,"51,3340835571289","2,83626699447632",1,5,1,5,29,"0,724137902259827","3,11912202835083","0,344827592372894","2,06896567344666","0,931034505367279","4,65517282485962","3,01082348823547","Unidade com cursos não reconhecidos até 30/09/2012"
2011,266,"UNIVERSIDADE METODISTA DE PIRACICABA",UNIMEP,21,21,"ARQUITETURA E URBANISMO",35,SP,350703245803,"SANTA BÁRBARA D'OESTE",PRIVADA,UNIVERSIDADES,1,45,43,"44,3837209302326","36,1232558139535","0,943975627422333",1,44,32,"57,166561126709","1,25039088726044","0,951219499111176","4,59864139556885","0,860465109348297","3,60465097427368",22,"0,954545438289642","4,69008255004883","0,409090906381607","2,45454549789429","0,363636374473572","1,81818187236786","2,09798049926758",3
2011,269,"FACULDADE FACCAT",FACCAT,21,21,"ARQUITETURA E URBANISMO",35,SP,350903755000,TUPÃ,PRIVADA,FACULDADES,1,18,18,"46,2777777777778","42,4","1,83057260513306",,55,33,"52,6881828308105","2,56213355064392","0,941176474094391","4,51600885391235","0,882352948188782","3,82352948188782",22,"0,545454561710358","1,90082657337189","0,272727280855179","1,63636374473572","0,545454561710358","2,72727274894714","2,4808886051178","Unidade com cursos não reconhecidos até 30/09/2012"
2011,271,"UNIVERSIDADE DO OESTE PAULISTA",UNOESTE,21,21,"ARQUITETURA E URBANISMO",35,SP,350803641406,"PRESIDENTE PRUDENTE",PRIVADA,UNIVERSIDADES,1,25,24,"55,125","45,7166666666667","2,62979173660278",3,133,77,"53,439998626709","3,48154449462891",1,5,"0,958333313465118","4,58333301544189",26,"0,730769217014313","3,16433548927307","0,423076927661896","2,53846168518066","0,961538434028625","4,80769205093384","3,44192028045654",4
2011,275,"UNIVERSIDADE DO VALE DO PARAÍBA",UNIVAP,21,21,"ARQUITETURA E URBANISMO",35,SP,351305049904,"SÃO JOSÉ DOS CAMPOS",PRIVADA,UNIVERSIDADES,1,22,14,"52,8571428571429","46,5214285714286","2,63763570785522",3,41,24,"56,914478302002","3,23364400863647","0,642857134342194","2,06148266792297","0,607142865657806","1,07142865657806",23,"0,869565188884735","4,11067199707031","0,52173912525177","3,13043475151062","0,47826087474823","2,39130425453186","2,85148429870605",3
2011,277,"CENTRO UNIVERSITÁRIO AUGUSTO MOTTA",UNISUAM,21,21,"ARQUITETURA E URBANISMO",33,RJ,330601804557,"RIO DE JANEIRO",PRIVADA,"CENTROS UNIVERSITÁRIOS",1,36,35,"48,9571428571429","39,5","1,5707700252533",2,144,47,"52,3210639953613","2,14492869377136","0,971428573131561","4,7649188041687","0,885714292526245","3,85714292526245",39,"0,82051283121109","3,77622389793396","0,256410270929337","1,53846168518066","0,307692319154739","1,53846156597137","2,34090423583984",3
2011,295,"UNIVERSIDADE DE SANTA CRUZ DO SUL",UNISC,21,21,"ARQUITETURA E URBANISMO",43,RS,430402016808,"SANTA CRUZ DO SUL",PRIVADA,UNIVERSIDADES,1,42,42,"57,3690476190476","47,9690476190476","3,01388359069824",4,72,47,"57,0652122497559","3,37476301193237","0,976190447807312","4,80409860610962","0,940476179122925","4,40476179122925",33,1,5,"0,212121218442917","1,27272737026215","0,424242436885834","2,12121224403381","3,19960832595825",4
2011,296,"UNIVERSIDADE DA REGIÃO DA CAMPANHA",URCAMP,21,21,"ARQUITETURA E URBANISMO",43,RS,430603101602,BAGÉ,PRIVADA,UNIVERSIDADES,1,12,12,"55,4583333333333","40,1583333333333","1,92942094802856",2,42,28,"54,4621429443359","2,46911406517029","0,791666686534882","3,28586506843567","0,833333313465118","3,33333325386047",17,"0,411764711141586","0,989304780960083","0,0588235296308994","0,352941185235977","0,529411792755127","2,64705896377563","2,07218241691589",3
2011,316,"UNIVERSIDADE NOVE DE JULHO",UNINOVE,21,21,"ARQUITETURA E URBANISMO",35,SP,351506150308,"SÃO PAULO",PRIVADA,UNIVERSIDADES,1,174,143,"41,3426573426573","34,9482517482518","0,664765417575836",1,766,257,"52,0034523010254","1,05606269836426","0,741007208824158","2,86904668807983","0,758865237236023","2,58865237236023",127,"0,88976377248764","4,24838924407959","0,440944880247116","2,64566922187805","0,984251976013184","4,92125988006592","1,99647653102875",3
2011,322,"UNIVERSIDADE PAULISTA",UNIP,21,21,"ARQUITETURA E URBANISMO",35,SP,350402006003,BAURU,PRIVADA,UNIVERSIDADES,1,18,18,"59,1944444444444","49,6722222222222","3,30973839759827",4,63,41,"55,3522567749023","4,10031318664551","0,972222208976746","4,77144861221313","0,861111104488373","3,61111116409302",28,"0,857142865657806","4,02597427368164","0,28571429848671","1,7142858505249","0,892857134342194","4,4642858505249","3,61966156959534",4
