Ano Enade,"Código da área","Área de enquadramento","Código da IES","Nome da IES","Sigla da IES","Categoria administrativa","Organização acadêmica","Número de cursos da unidade","Código do município do curso","Município do curso","UF do curso","Número concluintes inscritos no Enade","Número concluintes participantes no Enade","Nota bruta de formação geral","Nota bruta de componente específico","Nota bruta geral","Nota padronizada de formação geral","Nota padronizada de componente específico","Nota de concluintes","Número de ingressantes inscritos no Enade","Número de ingressantes participantes no Enem","Nota dos ingressantes no Enem","Escolaridade dos pais (superior) dos ingressantes no Enem","Nota bruta do IDD","Nota padronizada do IDD","% de infraestrutura","Nota padronizada de infraestrutura","% organização didático pedagógica","Nota padronizada de organização didático pedagógica","% doutores","Nota padronizada de doutores","% de mestres","Nota padronizada de mestres","% de regime de trabalho (integral / parcial)","Nota padronizada de regime de trabalho (integral / parcial)","CPC (contínuo)","CPC (faixa)"
2012,1,ADMINISTRAÇÃO,1,"UNIVERSIDADE FEDERAL DE MATO GROSSO",UFMT,Pública,Universidade,2,5103403,CUIABA,MT,201,156,"48,13461685180664","39,614742279052734","41,758975982666016","3,2604849338531494","3,3497684001922607","3,3274474143981934",130,128,"60,798458099365234","71,42857360839844","-2,151434898376465","2,002000093460083","85,49382781982422","3,4284980297088623","77,38853454589844","2,7388534545898438","27,45098114013672","1,921568751335144","80,39215850830078","4,019608020782471",100,5,"2,7934467792510986",3
2012,1,ADMINISTRAÇÃO,1,"UNIVERSIDADE FEDERAL DE MATO GROSSO",UFMT,Pública,Universidade,1,5107602,RONDONOPOLIS,MT,0,0,.,.,.,.,.,.,101,96,"55,31458282470703","72,04301452636719",.,.,.,0,.,0,"5,55555534362793","0,3888888955116272","44,44444274902344","2,222222089767456",100,5,.,"Unidade com cursos não reconhecidos até 22/11/2013"
2012,1,ADMINISTRAÇÃO,2,"UNIVERSIDADE DE BRASÍLIA",UNB,Pública,Universidade,2,5300108,BRASILIA,DF,141,89,"43,64606857299805","44,870784759521484","44,58202362060547","2,5019912719726563","4,145552635192871","3,7346622943878174",133,86,"62,38799285888672","82,35294342041016","-0,8801546096801758","2,240708351135254","63,043479919433594","0,9963770508766174","79,34782409667969","2,9347825050354004","64,01985168457031","4,48138952255249","94,54093933105469","4,727046966552734",100,5,"3,2277543544769287",4
2012,1,ADMINISTRAÇÃO,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Pública,Universidade,1,2802908,ITABAIANA,SE,26,24,"42,1875","35,579166412353516","37,24583435058594","2,255516290664673","2,738767147064209","2,6179544925689697",53,28,"49,99196243286133","46,42856979370117","1,6196634769439697","2,710099220275879","55,769229888916016","0,20833323895931244","71,15384674072266","2,115384578704834","16,66666603088379","1,1666666269302368","87,5","4,375",100,5,"2,524529457092285",3
2012,1,ADMINISTRAÇÃO,3,"UNIVERSIDADE FEDERAL DE SERGIPE",UFS,Pública,Universidade,2,2806701,"SAO CRISTOVAO",SE,149,119,"47,878150939941406","36,72352981567383","39,52268981933594","3,217146158218384","2,9120280742645264","2,988307476043701",123,85,"54,007354736328125","57,317073822021484","2,00323486328125","2,7821223735809326","52,79999923706055",0,"64,80000305175781","1,4800002574920654","36,14457702636719","2,530120372772217","72,28915405273438","3,614457607269287",100,5,"2,7080066204071045",3
2012,1,ADMINISTRAÇÃO,4,"UNIVERSIDADE FEDERAL DO AMAZONAS",UFAM,Pública,Universidade,1,1300607,"BENJAMIN CONSTANT",AM,17,14,"41,35714340209961","27,64285659790039","31,08571434020996","2,115199089050293","1,5371803045272827","1,681684970855713",36,33,"48,66341018676758","65,51724243164063","-3,51898455619812","1,7452152967453003","73,07691955566406","2,0833330154418945","84,61538696289063","3,461538791656494",0,0,25,"1,25",100,5,.,"Unidade com cursos não reconhecidos até 22/11/2013"
2012,1,ADMINISTRAÇÃO,4,"UNIVERSIDADE FEDERAL DO AMAZONAS",UFAM,Pública,Universidade,2,1302603,MANAUS,AM,160,129,"46,387596130371094","32,85116195678711","36,24806213378906","2,965265989303589","2,325737237930298","2,48561954498291",234,220,"57,20263671875","84,93150329589844","-5,614267349243164","1,3517839908599854",75,"2,2916667461395264","76,98412322998047","2,6984121799468994","16,901409149169922","1,1830986738204956","74,64788818359375","3,7323944568634033",100,5,"2,176898717880249",3
2012,1,ADMINISTRAÇÃO,4,"UNIVERSIDADE FEDERAL DO AMAZONAS",UFAM,Pública,Universidade,1,1303403,PARINTINS,AM,13,11,"36,90909194946289","28,18181800842285","30,372726440429688","1,363548755645752","1,6187810897827148","1,5549730062484741",37,36,"50,53791809082031","71,42857360839844","-6,462609767913818","1,192490816116333","66,66666412353516","1,3888887166976929",75,"2,5","7,692307472229004","0,5384615659713745","69,23076629638672","3,461538314819336",100,5,.,"Unidade com cursos não reconhecidos até 22/11/2013"
2012,1,ADMINISTRAÇÃO,5,"UNIVERSIDADE FEDERAL DO PIAUÍ",UFPI,Pública,Universidade,1,2203909,FLORIANO,PI,30,29,"45,75862121582031","32,03103256225586","35,468963623046875","2,8589792251586914","2,201566457748413","2,365919589996338",24,24,"53,78874969482422","62,5","-1,886107325553894","2,0518205165863037","91,37931060791016","4,066092014312744","72,4137954711914","2,241379499435425","16,66666603088379","1,1666666269302368","77,77777862548828","3,8888888359069824",100,5,"2,5060482025146484",3
2012,1,ADMINISTRAÇÃO,5,"UNIVERSIDADE FEDERAL DO PIAUÍ",UFPI,Pública,Universidade,1,2207702,PARNAIBA,PI,49,38,"48,47368240356445","33,66579055786133","37,3815803527832","3,317781448364258","2,4490749835968018","2,6662516593933105",55,54,"56,457637786865234","71,69811248779297","-2,919668674468994","1,8577488660812378","72,22222137451172","1,9907407760620117","81,0810775756836","3,108107805252075","4,545454502105713","0,3181818425655365","72,7272720336914","3,6363635063171387",100,5,"2,2613306045532227",3
2012,1,ADMINISTRAÇÃO,5,"UNIVERSIDADE FEDERAL DO PIAUÍ",UFPI,Pública,Universidade,1,2208007,PICOS,PI,72,51,"48,44117736816406","27,69607925415039","32,900001525878906","3,312288761138916","1,5452383756637573","1,9870009422302246",38,38,"54,333290100097656","58,33333206176758","-4,9286699295043945","1,4805186986923218","55,882354736328125","0,22058860957622528","83,33333587646484","3,3333334922790527","10,714285850524902","0,7500000596046448","82,14286041259766","4,107142925262451",100,5,"1,9776616096496582",3
2012,1,ADMINISTRAÇÃO,5,"UNIVERSIDADE FEDERAL DO PIAUÍ",UFPI,Pública,Universidade,2,2211001,TERESINA,PI,486,425,"47,06941223144531","31,302587509155273","35,25858688354492","3,080482006072998","2,0912771224975586","2,338578224182129",95,95,"61,74413299560547","82,4175796508789","-9,607954978942871","0,6018891930580139","80,23809814453125","2,8591272830963135","76,64319610595703","2,6643195152282715","20,895523071289063","1,4626866579055786","80,59701538085938","4,029850959777832",100,5,"1,9892772436141968",3
2012,1,ADMINISTRAÇÃO,6,"UNIVERSIDADE FEDERAL DE OURO PRETO",UFOP,Pública,Universidade,1,3140001,MARIANA,MG,169,129,"50,69767379760742","41,093021392822266","43,50852584838867","3,69360089302063","3,573585271835327","3,6035890579223633",178,151,"60,46466827392578","62,58503341674805","-0,21698570251464844","2,365231513977051","78,67646789550781","2,689950704574585","70,74073791503906","2,0740737915039063","45,45454406738281","3,1818180084228516","87,2727279663086","4,363636493682861",100,5,"3,0853960514068604",4
2012,1,ADMINISTRAÇÃO,7,"UNIVERSIDADE FEDERAL DE SÃO CARLOS",UFSCAR,Pública,Universidade,1,3552205,SOROCABA,SP,28,28,"58,42856979370117","56,396427154541016","56,907142639160156",5,5,5,67,62,"64,28189849853516","85,48387145996094","7,492804527282715","3,812898874282837","85,71428680419922","3,452381134033203","85,71428680419922","3,5714287757873535","72,7272720336914",5,100,5,100,5,"4,361300468444824",5
2012,1,ADMINISTRAÇÃO,8,"UNIVERSIDADE FEDERAL DE VIÇOSA",UFV,Pública,Universidade,1,3126000,FLORESTAL,MG,0,0,.,.,.,.,.,.,62,59,"56,85741424560547","55,17241287231445",.,.,.,0,.,0,"27,272727966308594","1,9090908765792847","63,6363639831543","3,1818182468414307",100,5,.,"Unidade com cursos não reconhecidos até 22/11/2013"
2012,1,ADMINISTRAÇÃO,8,"UNIVERSIDADE FEDERAL DE VIÇOSA",UFV,Pública,Universidade,1,3155504,"RIO PARANAIBA",MG,51,50,"50,25","43,36600112915039","45,10599899291992","3,6179511547088623","3,9177229404449463","3,842780113220215",103,100,"54,90342330932617","42,85714340209961","4,97591495513916","3,3403027057647705","74,48979949951172","2,2363948822021484","83,67346954345703","3,367347002029419","20,689655303955078","1,4482759237289429","75,86206817626953","3,7931034564971924",100,5,"3,2346668243408203",4
2012,1,ADMINISTRAÇÃO,8,"UNIVERSIDADE FEDERAL DE VIÇOSA",UFV,Pública,Universidade,1,3171303,VICOSA,MG,71,63,"50,269840240478516","46,13968276977539","47,18730163574219","3,6213037967681885","4,337668418884277","4,1585774421691895",60,59,"63,76021194458008","81,03448486328125","0,4643383026123047","2,493163824081421","85,71428680419922","3,452381134033203","76,98412322998047","2,6984121799468994","63,6363639831543","4,454545497894287","90,90908813476563","4,545454502105713",100,5,"3,5497231483459473",4
2012,1,ADMINISTRAÇÃO,9,"UNIVERSIDADE ESTADUAL DE LONDRINA",UEL,Pública,Universidade,2,4113700,LONDRINA,PR,177,156,"48,67307662963867","45,68205261230469","46,43782043457031","3,351475954055786","4,268381595611572","4,039155006408691",161,110,"59,35108947753906","71,96261596679688","3,8635239601135254","3,1314289569854736","69,18238830566406","1,6614254713058472","72,95597839355469","2,295597791671753","42,22222137451172","2,9555554389953613","82,22222137451172","4,111111164093018",100,5,"3,3272745609283447",4
2012,1,ADMINISTRAÇÃO,10,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ",PUCPR,Privada,Universidade,1,4106902,CURITIBA,PR,314,244,"38,959014892578125","32,38893508911133","34,04426193237305","1,7099533081054688","2,255754232406616","2,1193039417266846",361,243,"54,62306594848633","68,51063537597656","-4,6139726638793945","1,5396093130111694","95,27558898925781","4,488188743591309","78,82353210449219","2,8823533058166504","24,719100952148438","1,7303370237350464","86,51685333251953","4,32584285736084","52,808990478515625","2,6404495239257813","2,297537088394165",3
2012,1,ADMINISTRAÇÃO,10,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ",PUCPR,Privada,Universidade,1,4113700,LONDRINA,PR,82,79,"48,33544158935547","40,024051666259766","42,11518859863281","3,2944209575653076","3,4117393493652344","3,3824098110198975",74,39,"55,36903762817383","69,23076629638672","3,2476651668548584","3,015789031982422","93,75","4,322916507720947","88,125","3,8125","13,636363983154297","0,9545454978942871","95,45454406738281","4,772727012634277","63,6363639831543","3,1818182468414307","3,081937074661255",4
2012,1,ADMINISTRAÇÃO,10,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ",PUCPR,Privada,Universidade,1,4115200,MARINGA,PR,70,65,"49,407691955566406","37,34153747558594","40,37230682373047","3,475614309310913","3,00559663772583","3,123100996017456",60,28,"53,0701789855957","73,07691955566406","3,604950428009033","3,082876443862915",100,5,"90,29850769042969","4,029850959777832","21,428571701049805","1,5","71,42857360839844","3,5714285373687744",50,"2,5","3,061223030090332",4
2012,1,ADMINISTRAÇÃO,10,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ",PUCPR,Privada,Universidade,1,4125506,"SAO JOSE DO PINHAIS",PR,78,71,"42,197181701660156","33,998592376708984","36,061973571777344","2,2571523189544678","2,499462366104126","2,438884735107422",76,47,"51,80095672607422","51,11111068725586","0,6307997703552246","2,5244202613830566","85,41666412353516","3,4201385974884033","77,77777862548828","2,777777910232544","29,41176414489746","2,058823585510254","82,35294342041016","4,117647171020508","44,117645263671875","2,2058823108673096","2,619256019592285",3
2012,1,ADMINISTRAÇÃO,10,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ",PUCPR,Privada,Universidade,1,4127700,TOLEDO,PR,38,37,"43,66216278076172","42,10270309448242","42,50270080566406","2,5047109127044678","3,726454973220825","3,4210190773010254",51,33,"51,88121032714844","56,25","6,006760597229004","3,5338644981384277",100,5,"95,9459457397461","4,594594478607178","5,882352828979492","0,4117647409439087","82,35294342041016","4,117647171020508","35,29411697387695","1,764705777168274","3,143592119216919",4
2012,1,ADMINISTRAÇÃO,11,"UNIVERSIDADE CATÓLICA DE PERNAMBUCO",UNICAP,Privada,Universidade,2,2611606,RECIFE,PE,266,186,"37,228492736816406","27,933870315551758","30,268817901611328","1,4175224304199219","1,5812408924102783","1,540311336517334",188,148,"54,59299087524414",85,"-7,995855331420898","0,904593288898468","86,97916412353516","3,589409589767456","74,6031723022461","2,4603171348571777","42,85714340209961",3,"93,65079498291016","4,682539463043213","53,96825408935547","2,6984126567840576","2,0819709300994873",3
2012,1,ADMINISTRAÇÃO,12,"UNIVERSIDADE FEDERAL DO RIO GRANDE",FURG,Pública,Universidade,1,4315602,"RIO GRANDE",RS,44,41,"44,475608825683594","46,20000076293945","45,780487060546875","2,6421704292297363","4,346801280975342","3,9206435680389404",101,101,"57,61042022705078","67,67676544189453","2,7397356033325195","2,920415163040161","80,23255920410156","2,858527421951294","69,76744079589844","1,9767440557479858","42,592594146728516","2,9814815521240234","75,9259262084961","3,7962963581085205",100,5,"3,2758638858795166",4
2012,1,ADMINISTRAÇÃO,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Privada,Universidade,4,4302105,"BENTO GONCALVES",RS,201,166,"44,990962982177734","35,941566467285156","38,21807098388672","2,729257106781006","2,793635845184326","2,777541160583496",149,57,"52,81925582885742","53,846153259277344","1,8240585327148438","2,748478412628174","86,39053344726563","3,5256412029266357","77,71084594726563","2,7710845470428467",25,"1,75","86,53845977783203","4,32692289352417","53,846153259277344","2,692307710647583","2,778672456741333",3
2012,1,ADMINISTRAÇÃO,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Privada,Universidade,2,4304408,CANELA,RS,84,72,"47,40277862548828","40,42499923706055","42,17916488647461","3,1368157863616943","3,4724442958831787","3,3885371685028076",60,21,"53,7599983215332","47,3684196472168","4,961681365966797","3,337630033493042","90,1408462524414","3,931925058364868","82,63888549804688","3,2638885974884033","18,18181800842285","1,2727272510528564",100,5,"63,6363639831543","3,1818182468414307","3,1901094913482666",4
2012,1,ADMINISTRAÇÃO,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Privada,Universidade,4,4305108,"CAXIAS DO SUL",RS,892,643,"44,15863037109375","34,587867736816406","36,99284744262695","2,588606119155884","2,5886807441711426","2,5886621475219727",642,172,"53,21565246582031","52,6315803527832","0,24074268341064453","2,451179265975952","87,57575988769531","3,654040813446045","81,13636016845703","3,113636016845703","21,11111068725586","1,4777777194976807","86,66666412353516","4,3333330154418945","65,55555725097656","3,277777910232544","2,6757209300994873",3
2012,1,ADMINISTRAÇÃO,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Privada,Universidade,2,4307906,FARROUPILHA,RS,96,79,"44,49367141723633","35,18101119995117","37,5202522277832","2,6452226638793945","2,6784849166870117","2,6701693534851074",65,14,"53,78910827636719","35,71428680419922","0,3612833023071289","2,47381329536438","83,33333587646484","3,1944448947906494","78,75","2,875","23,076923370361328","1,615384578704834","88,46154022216797","4,42307710647583","61,53845977783203","3,07692289352417","2,6598846912384033",3
2012,1,ADMINISTRAÇÃO,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Privada,Universidade,2,4309407,GUAPORE,RS,56,54,"43,46296310424805","31,7722225189209","34,7074089050293","2,4710493087768555","2,162381649017334","2,239548683166504",39,21,"53,427738189697266","57,14285659790039","-2,274136543273926","1,978960394859314","94,54545593261719","4,409090995788574","77,2727279663086","2,7272727489471436","23,809524536132813","1,6666667461395264","85,71428680419922","4,285714149475098","52,380950927734375","2,6190476417541504","2,4436302185058594",3
2012,1,ADMINISTRAÇÃO,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Privada,Universidade,2,4313300,"NOVA PRATA",RS,86,80,"43,943748474121094","32,692501068115234","35,52000045776367","2,5522944927215576","2,30171537399292","2,3643600940704346",31,23,"52,15532684326172","19,047618865966797","-0,004124205559492111","2,405200719833374","82,71604919433594","3,1275720596313477","78,75","2,875",20,"1,399999976158142",95,"4,75",45,"2,25","2,499885082244873",3
2012,1,ADMINISTRAÇÃO,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Privada,Universidade,2,4319505,"SAO SEBASTIAO DO CAI",RS,130,119,"45,588233947753906","35,534454345703125","38,0579833984375","2,830186367034912","2,731997489929199","2,756544589996338",88,40,"53,6723747253418",30,"1,048996925354004","2,60294508934021","93,33333587646484","4,277778148651123","79,16666412353516","2,9166665077209473","15,625","1,09375",100,5,"40,625","2,03125","2,693329334259033",3
2012,1,ADMINISTRAÇÃO,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Privada,Universidade,2,4322509,VACARIA,RS,70,49,"46,45918273925781","34,36530685424805","37,408164978027344","2,977362871170044","2,5549843311309814","2,660578966140747",76,42,"49,79512023925781",45,"3,5837974548339844","3,078904628753662","92,30769348144531","4,1666669845581055",75,"2,5","53,33333206176758","3,733333110809326","93,33333587646484","4,6666669845581055","73,33333587646484","3,6666667461395264","3,2947323322296143",4
2012,1,ADMINISTRAÇÃO,14,"UNIVERSIDADE DO VALE DO RIO DOS SINOS",UNISINOS,Privada,Universidade,1,4314902,"PORTO ALEGRE",RS,0,0,.,.,.,.,.,.,10,7,"57,62392807006836",100,.,.,.,0,.,0,"41,46341323852539","2,9024388790130615","97,56097412109375","4,878048419952393","92,68292999267578","4,634146213531494",.,"Unidade com cursos não reconhecidos até 22/11/2013"
2012,1,ADMINISTRAÇÃO,14,"UNIVERSIDADE DO VALE DO RIO DOS SINOS",UNISINOS,Privada,Universidade,6,4318705,"SAO LEOPOLDO",RS,539,457,"43,141136169433594","36,372867584228516","38,077022552490234","2,416665554046631","2,8589365482330322","2,748368740081787",948,349,"53,625186920166016","61,53845977783203","-0,7321903705596924","2,268491506576538","96,63774108886719","4,63575553894043","86,73912811279297","3,673912763595581","38,21989440917969","2,6753926277160645","98,4293212890625","4,921465873718262","93,71727752685547","4,685863971710205","3,0887296199798584",4
2012,1,ADMINISTRAÇÃO,15,"UNIVERSIDADE CATÓLICA DE PETRÓPOLIS",UCP,Privada,Universidade,1,3303906,PETROPOLIS,RJ,95,76,"48,328948974609375","36,7197380065918","39,6315803527832","3,2933239936828613","2,91145396232605","3,0069215297698975",72,36,"53,007568359375",50,"3,0914268493652344","2,986452341079712","82,467529296875","3,100649118423462","64,93506622314453","1,4935065507888794","22,340425491333008","1,563829779624939","71,27659606933594","3,5638296604156494","56,38298034667969","2,8191490173339844","2,7045021057128906",3
2012,1,ADMINISTRAÇÃO,16,"UNIVERSIDADE GAMA FILHO",UGF,Privada,Universidade,3,3304557,"RIO DE JANEIRO",RJ,544,434,"40,85944747924805","29,48917007446289","32,342628479003906","2,0310962200164795","1,8167190551757813","1,8703134059906006",276,165,"56,5452880859375","72,15190124511719","-7,635335922241211","0,9722879528999329","81,97278594970703","3,0470519065856934","67,52809143066406","1,7528090476989746","24,096385955810547","1,6867469549179077","89,15662384033203","4,457830905914307","73,49397277832031","3,6746985912323","1,9373047351837158",2
2012,1,ADMINISTRAÇÃO,17,"UNIVERSIDADE FEDERAL DE UBERLÂNDIA",UFU,Pública,Universidade,1,3134202,ITUIUTABA,MG,35,33,"48,10606002807617","39,40605926513672","41,59394073486328","3,2556591033935547","3,3181729316711426","3,302544593811035",41,41,"57,74213409423828","75,60975646972656","-0,06446695327758789","2,3938701152801514",80,"2,8333334922790527","72,85713958740234","2,2857139110565186","33,33333206176758","2,3333332538604736",100,5,100,5,"2,9822919368743896",4
2012,1,ADMINISTRAÇÃO,17,"UNIVERSIDADE FEDERAL DE UBERLÂNDIA",UFU,Pública,Universidade,3,3170206,UBERLANDIA,MG,331,293,"50,878841400146484","47,55495071411133","48,399658203125","3,724215269088745","4,551945686340332","4,34501314163208",100,84,"61,3754768371582","73,49397277832031","3,9398746490478516","3,1457653045654297","82,2847671508789","3,0808498859405518","70,62705993652344","2,0627059936523438","45,33333206176758","3,173333168029785",88,"4,400000095367432",100,5,"3,536787271499634",4
2012,1,ADMINISTRAÇÃO,18,"UNIVERSIDADE CATÓLICA DE PELOTAS",UCPEL,Privada,Universidade,1,4314407,PELOTAS,RS,145,124,"36,82661437988281","28,479839324951172","30,579837799072266","1,3496112823486328","1,6639026403427124","1,5853297710418701",117,74,"52,22077560424805","55,71428680419922","-5,273778438568115","1,415717601776123","92,68292999267578","4,207317352294922","85,5999984741211","3,559999942779541","19,565217971801758","1,3695652484893799","76,08695983886719","3,8043479919433594","82,60869598388672","4,130434989929199","2,1956593990325928",3
2012,1,ADMINISTRAÇÃO,18,"UNIVERSIDADE CATÓLICA DE PELOTAS",UCPEL,Privada,Universidade,1,4317301,"SANTA VITORIA DO PALMAR",RS,33,31,"48,04838562011719","38,67096710205078","41,035484313964844","3,245913028717041","3,2068772315979004","3,2166361808776855",0,0,.,.,.,.,"90,90908813476563","4,015151500701904","87,8787841796875","3,7878785133361816","17,647058486938477","1,2352941036224365","79,4117660522461","3,970588207244873","85,29412078857422","4,264706134796143",.,SC
2012,1,ADMINISTRAÇÃO,19,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS",PUC-CAMPINAS,Privada,Universidade,4,3509502,CAMPINAS,SP,954,587,"41,71550369262695","30,415672302246094","33,25178909301758","2,1757562160491943","1,956994891166687","2,0116851329803467",678,449,"54,99947738647461","81,81818389892578","-5,365891456604004","1,3984215259552002","89,40129089355469","3,851806640625","74,83870697021484","2,4838707447052","33,006534576416016","2,310457468032837","88,23529052734375","4,411764621734619","39,86928176879883","1,9934641122817993","2,1939210891723633",3
2012,1,ADMINISTRAÇÃO,20,"UNIVERSIDADE DE PASSO FUNDO",UPF,Privada,Universidade,1,4304705,CARAZINHO,RS,92,81,"47,10493850708008","33,94938278198242","37,24691390991211","3,0864853858947754","2,492011785507202","2,6406302452087402",69,50,"51,6015510559082","59,18367385864258","1,9411571025848389","2,7704660892486572","87,5","3,6458334922790527","77,38095092773438","2,7380950450897217","19,64285659790039","1,375","67,85713958740234","3,3928568363189697","62,5","3,125","2,671673059463501",3
2012,1,ADMINISTRAÇÃO,20,"UNIVERSIDADE DE PASSO FUNDO",UPF,Privada,Universidade,1,4304903,CASCA,RS,84,83,"41,43975830078125","29,907228469848633","32,80361557006836","2,129159688949585","1,8800146579742432","1,9423009157180786",66,49,"52,39704132080078","43,75","-3,1254537105560303","1,8191086053848267","89,50617218017578","3,863168716430664","87,19512176513672","3,7195122241973877","13,793103218078613","0,9655172824859619","79,31034851074219","3,965517282485962","62,068965911865234","3,1034483909606934","2,2688493728637695",3
2012,1,ADMINISTRAÇÃO,20,"UNIVERSIDADE DE PASSO FUNDO",UPF,Privada,Universidade,1,4311304,"LAGOA VERMELHA",RS,32,27,"41,33333206176758","34,74814987182617","36,407405853271484","2,111175298690796","2,612948179244995","2,4875049591064453",21,14,"51,2480354309082","57,14285659790039","1,4439140558242798","2,6770987510681152","96,7741928100586","4,650537490844727","77,41935729980469","2,7419357299804688","7,5","0,5250000357627869","77,5","3,875","57,5","2,875","2,573920965194702",3
2012,1,ADMINISTRAÇÃO,20,"UNIVERSIDADE DE PASSO FUNDO",UPF,Privada,Universidade,1,4313706,"PALMEIRA DAS MISSOES",RS,12,11,"45,772727966308594","28,200000762939453","32,60908889770508","2,861362934112549","1,621533989906311","1,9314912557601929",0,0,.,.,.,.,"91,66666412353516","4,097221851348877","83,33333587646484","3,3333334922790527",5,"0,3500000536441803",70,"3,5",65,"3,25",.,SC
2012,1,ADMINISTRAÇÃO,20,"UNIVERSIDADE DE PASSO FUNDO",UPF,Privada,Universidade,1,4314100,"PASSO FUNDO",RS,232,193,"42,639896392822266","31,166839599609375","34,046630859375","2,3319640159606934","2,0707244873046875","2,1360344886779785",172,111,"51,40986633300781","42,85714340209961","-0,9619254469871521","2,2253541946411133","96,1928939819336","4,587563514709473","81,97969818115234","3,197969913482666","15,625","1,09375","70,83333587646484","3,5416667461395264","61,45833206176758","3,0729165077209473","2,4501521587371826",3
2012,1,ADMINISTRAÇÃO,20,"UNIVERSIDADE DE PASSO FUNDO",UPF,Privada,Universidade,1,4320107,SARANDI,RS,79,73,"45,76712417602539","34,315067291259766","37,19041061401367","2,8604159355163574","2,547377824783325","2,6256372928619385",37,30,"50,76599884033203","14,814814567565918","2,983621597290039","2,966209650039673","96,47887420654297","4,618544578552246","86,98629760742188","3,698629856109619",12,"0,8400000333786011",72,"3,5999999046325684",60,3,"2,808089017868042",3
2012,1,ADMINISTRAÇÃO,20,"UNIVERSIDADE DE PASSO FUNDO",UPF,Privada,Universidade,1,4320800,SOLEDADE,RS,70,66,"46,64393997192383","30,957576751708984","34,892425537109375","3,0085840225219727","2,03904128074646","2,2814269065856934",59,45,"51,08711242675781","41,86046600341797","0,18999654054641724","2,441650629043579","83,07691955566406","3,166666269302368","80,95237731933594","3,0952377319335938","13,793103218078613","0,9655172824859619","70,68965148925781","3,534482479095459","58,620689392089844","2,931034564971924","2,410247325897217",3
2012,1,ADMINISTRAÇÃO,21,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL",PUCRS,Privada,Universidade,4,4314902,"PORTO ALEGRE",RS,714,663,"42,98567199707031","35,24223327636719","37,1901969909668","2,390394687652588","2,6877541542053223","2,6134142875671387",823,490,"56,31309127807617","64,05919647216797","-3,008488178253174","1,8410711288452148","97,25111389160156","4,70220422744751","86,5871810913086","3,6587181091308594","33,812950134277344","2,3669064044952393","96,76258850097656","4,83812952041626","93,16546630859375","4,658273220062256","2,8613929748535156",3
2012,1,ADMINISTRAÇÃO,21,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL",PUCRS,Privada,Universidade,1,4322400,URUGUAIANA,RS,34,34,"41,25","29,867647171020508","32,72058868408203","2,0970935821533203","1,8740218877792358","1,9297897815704346",0,0,.,.,.,.,"98,52941131591797","4,840686321258545","97,05882263183594","4,705882549285889",0,0,"71,42857360839844","3,5714285373687744","42,85714340209961","2,142857074737549",.,SC
2012,1,ADMINISTRAÇÃO,22,"UNIVERSIDADE PRESBITERIANA MACKENZIE",MACKENZIE,Privada,Universidade,1,3505708,BARUERI,SP,166,155,"47,35161209106445","43,52000045776367","44,48709487915039","3,128169298171997","3,9410390853881836","3,737821578979492",83,41,"54,76993942260742","79,4871826171875","6,099023818969727","3,5511887073516846","97,79874420166016","4,761530876159668","93,39622497558594","4,339622497558594","32,60869598388672","2,2826087474823","95,65217590332031","4,782608985900879","28,2608699798584","1,4130436182022095","3,4801321029663086",4
2012,1,ADMINISTRAÇÃO,22,"UNIVERSIDADE PRESBITERIANA MACKENZIE",MACKENZIE,Privada,Universidade,1,3509502,CAMPINAS,SP,36,34,"52,77941131591797","46,882354736328125","48,37059020996094","4,045381546020508","4,4501118659973145","4,348929405212402",74,33,"56,4554557800293","83,33333587646484","6,474373817443848","3,6216681003570557","94,11764526367188","4,3627448081970215","86,76470947265625","3,676470994949341",32,"2,240000009536743",96,"4,800000190734863",28,"1,399999976158142","3,541311025619507",4
2012,1,ADMINISTRAÇÃO,22,"UNIVERSIDADE PRESBITERIANA MACKENZIE",MACKENZIE,Privada,Universidade,1,3550308,"SAO PAULO",SP,889,831,"48,255714416503906","44,48122787475586","45,43634033203125","3,2809484004974365","4,086572647094727","3,885166645050049",1134,714,"57,435279846191406","83,94886016845703","3,74031925201416","3,108294725418091","95,34746551513672","4,495975494384766","83,43125915527344","3,343125820159912","46,52406311035156","3,2566843032836914","97,8609619140625","4,893048286437988","34,2245979309082","1,711229920387268","3,436692476272583",4
