Ano Enade,"Código da área","Área de enquadramento","Código da IES","Nome da IES","Sigla da IES","Categoria administrativa","Organização acadêmica","Número de cursos da unidade","Código do município do curso","Município do curso","UF do curso","Número concluintes inscritos no Enade","Número concluintes participantes no Enade","Nota bruta de formação geral","Nota bruta de componente específico","Nota bruta geral","Nota padronizada de formação geral","Nota padronizada de componente específico","Nota de concluintes","Número de ingressantes inscritos no Enade","Número de ingressantes participantes no Enem","Nota dos ingressantes no Enem","Escolaridade dos pais (superior) dos ingressantes no Enem","Nota bruta do IDD","Nota padronizada do IDD","% de infraestrutura","Nota padronizada de infraestrutura","% organização didático pedagógica","Nota padronizada de organização didático pedagógica","% doutores","Nota padronizada de doutores","% de mestres","Nota padronizada de mestres","% de regime de trabalho (integral / parcial)","Nota padronizada de regime de trabalho (integral / parcial)","CPC (contínuo)","CPC (faixa)"
2012,1,ADMINISTRAÇÃO,1866,"FACULDADE DE CIÊNCIAS EMPRESARIAIS E ESTUDOS COSTEIROS DE NATAL",FACEN,Privada,Faculdade,1,2408102,NATAL,RN,19,19,"40,8684196472168","27,36842155456543","30,768421173095703","2,0326125621795654","1,4956297874450684","1,6298754215240479",0,0,.,.,.,.,"84,21052551269531","3,28947377204895","68,42105102539063","1,8421050310134888","16,66666603088379","1,1666666269302368",50,"2,5","16,66666603088379","0,8333332538604736",.,SC
2012,1,ADMINISTRAÇÃO,1867,"FACULDADE DE CIÊNCIAS GERENCIAIS DE SANTOS DUMONT",FACIG,Privada,Faculdade,1,3160702,"SANTOS DUMONT",MG,18,18,"45,52777862548828","33,63333511352539","36,61111068725586","2,8199703693389893","2,4441609382629395","2,5381133556365967",17,10,"48,00400161743164",60,"4,630119323730469","3,2753725051879883","94,44444274902344","4,398148059844971","83,33333587646484","3,3333334922790527",0,0,"35,29411697387695","1,764705777168274","11,764705657958984","0,5882353186607361","2,410334825515747",3
2012,1,ADMINISTRAÇÃO,1872,"FACULDADES INTEGRADAS SANTA CRUZ DE CURITIBA",FARESC,Privada,Faculdade,1,4106902,CURITIBA,PR,134,107,"41,5","30,143924713134766","32,992523193359375","2,1393394470214844","1,915851354598999","1,9717233180999756",344,148,"49,790321350097656","48,64864730834961","-2,8408780097961426","1,8725433349609375","97,08333587646484","4,684028148651123","98,33333587646484","4,833333492279053","24,390243530273438","1,7073169946670532","68,29268646240234","3,4146342277526855","48,780487060546875","2,4390244483947754","2,4586589336395264",3
2012,1,ADMINISTRAÇÃO,1873,"FACULDADE MERCÚRIO",FAMERC,Privada,Faculdade,1,3304557,"RIO DE JANEIRO",RJ,17,16,"42,3125","32,73125076293945","35,125","2,276639223098755","2,307582139968872","2,2998464107513428",42,8,"50,58000183105469",50,.,"2,2998464107513428",100,5,"96,875","4,6875","21,428571701049805","1,5",100,5,"71,42857360839844","3,5714287757873535","2,85933518409729",3
2012,1,ADMINISTRAÇÃO,1875,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE IBITINGA",FAIBI,Pública,Faculdade,1,3519600,IBITINGA,SP,62,55,"49,29090881347656","40,560001373291016","42,754547119140625","3,4558799266815186","3,4928841590881348","3,483633041381836",40,19,"54,93342208862305","47,3684196472168","4,450661659240723","3,241675853729248","90,17857360839844","3,9360122680664063","68,75","1,8749998807907104","6,666666507720947","0,46666672825813293","66,66666412353516","3,3333332538604736","13,333333015441895","0,6666666865348816","2,637139081954956",3
2012,1,ADMINISTRAÇÃO,1878,"CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS",FEI,Privada,"Centro Universitário",1,3548708,"SAO BERNARDO DO CAMPO",SP,134,113,"47,68584060668945","42,023895263671875","43,452213287353516","3,1846487522125244","3,7145230770111084","3,582054615020752",135,90,"54,99913787841797","75,86206817626953","4,850838661193848","3,316817045211792","98,33333587646484","4,81944465637207","79,75206756591797","2,9752068519592285",50,"3,5","96,66666412353516","4,8333330154418945",30,"1,4999998807907104","3,461895704269409",4
2012,1,ADMINISTRAÇÃO,1878,"CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS",FEI,Privada,"Centro Universitário",1,3550308,"SAO PAULO",SP,139,125,"41,652000427246094","32,78799819946289","35,01359939575195","2,165025234222412","2,316173791885376","2,2783865928649902",142,96,"57,38851547241211","78,88888549804688","-5,87343168258667","1,303120732307434","92,46031951904297","4,183201313018799","74,80314636230469","2,4803147315979004","69,23076629638672","4,846153259277344","88,46154022216797","4,42307710647583","53,846153259277344","2,692307710647583","2,672110080718994",3
2012,1,ADMINISTRAÇÃO,1879,"FACULDADE EDUCACIONAL DE ARAUCÁRIA",FACEAR,Privada,Faculdade,1,4101804,ARAUCARIA,PR,162,126,"40,85714340209961","30,69841194152832","33,25396728515625","2,0307068824768066","1,9998027086257935","2,007528781890869",123,61,"51,14471435546875","36,66666793823242","-1,463702917098999","2,1311354637145996","96,53845977783203","4,625","88,16793823242188","3,816793918609619","66,66666412353516","4,666666507720947",100,5,100,5,"3,2305376529693604",4
2012,1,ADMINISTRAÇÃO,1880,"FACULDADE CASA DO ESTUDANTE",FACE,Privada,Faculdade,1,3200607,ARACRUZ,ES,49,48,"42,36458206176758","26,5625","30,53125","2,28544020652771","1,373610258102417","1,6015677452087402",28,22,"52,74591064453125",50,"-5,766650676727295","1,3231710195541382","93,75","4,322916507720947","90,625","4,0625",0,0,"61,11111068725586","3,055555582046509","38,88888931274414","1,9444444179534912","1,7873296737670898",2
2012,1,ADMINISTRAÇÃO,1881,"FACULDADE DA ESCADA",FAESC,Privada,Faculdade,1,2605202,ESCADA,PE,152,92,"41,66304397583008","27,723913192749023","31,217391967773438","2,16689133644104","1,549452543258667","1,7038122415542603",86,26,"45,35759735107422",56,"1,7158784866333008","2,728165626525879","82,77777862548828","3,1342594623565674","77,89473724365234","2,78947377204895","13,043478012084961","0,9130434989929199","60,869564056396484","3,04347825050354","95,65217590332031","4,782608509063721","2,463813543319702",3
2012,1,ADMINISTRAÇÃO,1884,"FACULDADE RANCHARIENSE",FRAN,Privada,Faculdade,1,3542206,RANCHARIA,SP,22,20,"40,82500076293945","31,174999237060547","33,599998474121094","2,025275468826294","2,0719597339630127","2,060288667678833",20,10,"47,77225112915039",60,"1,8335704803466797","2,7502646446228027","86,84210205078125","3,57456111907959","81,57894897460938","3,1578948497772217",0,0,"28,571428298950195","1,428571343421936","33,33333206176758","1,6666666269302368","2,111727476119995",3
2012,1,ADMINISTRAÇÃO,1885,"UNIDADE DE ENSINO SUPERIOR DOM BOSCO",UNDB,Privada,Faculdade,1,2111300,"SAO LUIS",MA,51,47,"48,1489372253418","33,955318450927734","37,51276779174805","3,2629048824310303","2,492910623550415","2,6854090690612793",37,27,"54,63546371459961","80,76923370361328","-0,760202169418335","2,2632317543029785","81,25","2,96875","76,53060913085938","2,6530609130859375","6,896551609039307","0,48275867104530334","48,27586364746094","2,4137930870056152","51,72413635253906","2,5862069129943848","2,1982624530792236",3
2012,1,ADMINISTRAÇÃO,1886,"FACULDADE DE MONTE ALTO",FMA,Privada,Faculdade,1,3531308,"MONTE ALTO",SP,59,56,"45,10714340209961","31,962499618530273","35,25893020629883","2,748889684677124","2,191190242767334","2,3306150436401367",95,30,"49,05524826049805","44,82758712768555","0,9994825124740601","2,5936479568481445","95,76271057128906","4,540960311889648","84,21052551269531","3,4210524559020996","5,263157844543457","0,36842110753059387","36,842105865478516","1,8421051502227783","52,6315803527832","2,6315789222717285","2,36184024810791",3
2012,1,ADMINISTRAÇÃO,1892,"FACULDADE ENIAC",ENIAC,Privada,Faculdade,1,3518800,GUARULHOS,SP,246,200,"42,01750183105469","27,511999130249023","31,149499893188477","2,2267892360687256","1,517367959022522","1,6947232484817505",322,100,"48,785648345947266","41,836734771728516","-2,3041889667510986","1,9733173847198486","94,94680786132813","4,452570915222168","73,54497528076172","2,3544974327087402","41,379310607910156","2,8965518474578857",100,5,"62,068965911865234","3,1034483909606934","2,5823771953582764",3
2012,1,ADMINISTRAÇÃO,1893,"Faculdade Regional da Bahia",FARB/UNIRB,Privada,Faculdade,1,2910800,"FEIRA DE SANTANA",BA,0,0,.,.,.,.,.,.,36,23,"51,37108612060547","40,90909194946289",.,.,.,0,.,0,"22,22222137451172","1,5555554628372192","66,66666412353516","3,3333332538604736",100,5,.,SC
2012,1,ADMINISTRAÇÃO,1894,"FACULDADE EUROPÉIA DE ADMINISTRAÇÃO E MARKETING",FEPAM,Privada,Faculdade,1,2607901,"JABOATAO DO GUARARAPES",PE,15,15,"37,53333282470703",28,"30,393333435058594","1,4690356254577637","1,5912531614303589","1,5606987476348877",77,20,"48,42499923706055","31,578947067260742","-4,778683185577393","1,5086816549301147",90,"3,9166667461395264","76,66666412353516","2,6666665077209473","5,263157844543457","0,36842110753059387","73,68421173095703","3,6842105388641357","15,789473533630371","0,7894735932350159","1,7247178554534912",2
2012,1,ADMINISTRAÇÃO,1895,"CENTRO UNIVERSITÁRIO CHRISTUS",UNICHRISTUS,Privada,"Centro Universitário",1,2304400,FORTALEZA,CE,77,56,"50,71428680419922","43,3946418762207","45,24285888671875","3,696408271789551","3,9220592975616455","3,8656466007232666",114,62,"57,33161163330078","66,66666412353516","3,3639583587646484","3,037625551223755",100,5,"92,98245239257813","4,298245429992676",20,"1,399999976158142",85,"4,25",100,5,"3,4374165534973145",4
2012,1,ADMINISTRAÇÃO,1898,"FACULDADE DO LITORAL SUL PAULISTA",FALS,Privada,Faculdade,1,3541000,"PRAIA GRANDE",SP,58,55,"51,227272033691406","34,6363639831543","38,792728424072266","3,783094644546509","2,5960233211517334","2,892791271209717",147,57,"51,02298355102539",50,"1,8269450664520264","2,749020576477051",100,5,"97,32142639160156","4,732142448425293","21,428571701049805","1,5","57,14285659790039","2,857142686843872","92,85713958740234","4,642857074737549","3,058126211166382",4
2012,1,ADMINISTRAÇÃO,1899,"FACULDADE DO NOROESTE PARANAENSE",FANP,Privada,Faculdade,1,4116901,"NOVA ESPERANCA",PR,75,73,"40,48630142211914","27,813697814941406","30,99588966369629","1,9680404663085938","1,5630463361740112","1,6642948389053345",52,29,"47,79154968261719",50,"-0,7150702476501465","2,2717063426971436","86,11111450195313","3,495370864868164","80,82191467285156","3,0821914672851563","10,526315689086914","0,7368420958518982","63,157894134521484","3,1578946113586426","68,42105102539063","3,4210524559020996","2,2252206802368164",3
2012,1,ADMINISTRAÇÃO,1900,"FACULDADE ANCHIETA DE ENSINO SUPERIOR DO PARANÁ",FAESP,Privada,Faculdade,1,4106902,CURITIBA,PR,44,42,"38,82143020629883","28,514286041259766","31,11190414428711","1,6867036819458008","1,6691179275512695","1,6735143661499023",37,24,"49,88624954223633","60,869564056396484","-2,6181230545043945","1,914370059967041","89,7727279663086","3,892045497894287","68,18181610107422","1,8181816339492798","25,80645179748535","1,8064515590667725","96,7741928100586","4,838709831237793",100,5,"2,4418704509735107",3
2012,1,ADMINISTRAÇÃO,1904,"FACULDADE SÃO CAMILO",FASC,Privada,Faculdade,2,3304557,"RIO DE JANEIRO",RJ,42,39,"42,85897445678711","30,52820587158203","33,623077392578125","2,3689846992492676","1,9740328788757324","2,072770833969116",99,27,"48,6522216796875",50,"-1,036806344985962","2,211293935775757","93,42105102539063","4,287280559539795","78,20513153076172","2,8205132484436035","12,5","0,875","83,33333587646484","4,1666669845581055","16,66666603088379","0,8333332538604736","2,22784161567688",3
2012,1,ADMINISTRAÇÃO,1907,"FACULDADE EDUCACIONAL DE COLOMBO",FAEC,Privada,Faculdade,1,4105805,COLOMBO,PR,32,29,"42,31034469604492","28,35172462463379","31,86206817626953","2,2762749195098877","1,644505500793457","1,80244779586792",91,39,"48,256988525390625","43,24324417114258","-2,653686046600342","1,9076924324035645",80,"2,8333334922790527","71,66666412353516","2,166666269302368","2,3809523582458496","0,16666670143604279","35,71428680419922","1,7857142686843872",100,5,"1,937110424041748",2
2012,1,ADMINISTRAÇÃO,1910,"FACULDADE MAURÍCIO DE NASSAU DE LAURO FREITAS",FABAC,Privada,Faculdade,1,2919207,"LAURO DE FREITAS",BA,0,0,.,.,.,.,.,.,157,65,"48,360809326171875","42,62295150756836",.,.,.,0,.,0,"26,923076629638672","1,8846153020858765","61,53845977783203","3,07692289352417","38,46154022216797","1,9230769872665405",.,"Unidade com cursos não reconhecidos até 22/11/2013"
2012,1,ADMINISTRAÇÃO,1913,"FACULDADE DE MINAS",FAMINAS,Privada,Faculdade,1,3143906,MURIAE,MG,74,49,"44,67346954345703","31,7612247467041",35,"2,6756057739257813","2,1607165336608887","2,2894387245178223",79,40,"51,253623962402344","53,846153259277344","-0,18106043338775635","2,3719773292541504","93,87754821777344","4,336734294891357","74,50980377197266","2,4509804248809814","36,3636360168457","2,545454502105713","90,90908813476563","4,545454502105713","95,45454406738281","4,772727012634277","2,877840280532837",3
2012,1,ADMINISTRAÇÃO,1918,"FACULDADE CAPIVARI",FUCAP,Privada,Faculdade,1,4203956,"CAPIVARI DE BAIXO",SC,119,107,"39,78971862792969","31,05794334411621","33,24953079223633","1,850329041481018","2,054237127304077","2,0032601356506348",120,42,"49,26303482055664",55,"0,10839629173278809","2,426328659057617","98,13084411621094","4,797508239746094","96,72897338867188","4,6728973388671875","17,39130401611328","1,2173912525177002","78,26087188720703","3,91304349899292","86,9565200805664","4,34782600402832","2,7623214721679688",3
2012,1,ADMINISTRAÇÃO,1925,"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS SANTO AGOSTINHO",FACISA,Privada,Faculdade,1,3143302,"MONTES CLAROS",MG,146,116,"45,00862121582031","31,972414016723633","35,24396514892578","2,732240915298462","2,1926913261413574","2,3275787830352783",170,102,"50,86203384399414","62,76595687866211","0,06891882419586182","2,4189159870147705","91,10169219970703","4,036016941070557","77,5862045288086","2,758620500564575",25,"1,75","58,33333206176758","2,9166665077209473","66,66666412353516","3,3333332538604736","2,5529842376708984",3
2012,1,ADMINISTRAÇÃO,1926,"FACULDADE DE ADMINISTRAÇÃO DE CATAGUASES",UNIPACAT,Privada,Faculdade,1,3115300,CATAGUASES,MG,19,18,"42,16666793823242","27,938888549804688","31,5222225189209","2,251995801925659","1,5820006132125854","1,7494994401931763",43,17,"51,6967658996582","11,764705657958984","-5,610166072845459","1,3525540828704834","94,7368392944336","4,429824352264404","72,22222137451172","2,222222089767456","6,25","0,4375","56,25","2,8125",25,"1,25","1,6925097703933716",2
2012,1,ADMINISTRAÇÃO,1927,"FACULDADES INTEGRADAS DO VALE DO IGUAÇU",,Privada,Faculdade,1,4128203,"UNIAO DA VITORIA",PR,53,50,"48,779998779296875","37,948001861572266","40,667999267578125","3,369544267654419","3,0974175930023193","3,1654491424560547",78,39,"49,75948715209961","47,3684196472168","5,956324577331543","3,5243940353393555",100,5,"99,01960754394531","4,901960849761963",30,"2,0999999046325684",85,"4,25",90,"4,5","3,5805246829986572",4
2012,1,ADMINISTRAÇÃO,1928,"FACULDADE CENECISTA ILHA DO GOVERNADOR",FACIG,Privada,Faculdade,1,3304557,"RIO DE JANEIRO",RJ,19,16,"38,28125","28,524999618530273","30,981250762939453","1,5954217910766602","1,670740008354187","1,651910424232483",34,13,"50,50288391113281","7,692307472229004","-4,578742980957031","1,5462244749069214","96,66666412353516","4,638888835906982","78,125","2,8125","5,263157844543457","0,36842110753059387","63,157894134521484","3,1578946113586426","47,3684196472168","2,3684210777282715","1,9001516103744507",2
2012,1,ADMINISTRAÇÃO,1931,"INSTITUTO DE ENSINO SUPERIOR FRANCISCANO",IESF,Privada,Faculdade,1,2107506,"PACO DO LUMIAR",MA,0,0,.,.,.,.,.,.,223,110,"47,41413497924805","58,653846740722656",.,.,.,0,.,0,"10,526315689086914","0,7368420958518982","31,578947067260742","1,5789473056793213","52,6315803527832","2,6315789222717285",.,"Unidade com cursos não reconhecidos até 22/11/2013"
2012,1,ADMINISTRAÇÃO,1932,"FACULDADE PALOTINA",FAPAS,Privada,Faculdade,1,4316907,"SANTA MARIA",RS,22,22,"44,431819915771484","38,890907287597656","40,27727127075195","2,634770631790161","3,2401769161224365","3,088825225830078",35,10,"50,71274948120117","44,44444274902344","4,514158248901367","3,25359845161438",100,5,"97,7272720336914","4,772727012634277","8,69565200805664","0,6086956262588501","86,9565200805664","4,34782600402832","47,826087951660156","2,3913042545318604","3,0862181186676025",4
2012,1,ADMINISTRAÇÃO,1933,"FACULDADE BIRIGUI",FABI,Privada,Faculdade,1,3506508,BIRIGUI,SP,53,53,"43,30188751220703","28,626415252685547","32,31132125854492","2,4438300132751465","1,6860947608947754","1,8755285739898682",126,22,"46,286930084228516","45,45454406738281",.,"1,8755285739898682","92,45282745361328","4,182389736175537","88,67924499511719","3,867924451828003",0,0,36,"1,7999998331069946",76,"3,799999952316284","2,055314302444458",3
2012,1,ADMINISTRAÇÃO,1934,"FACULDADE SINOP",FASIP,Privada,Faculdade,1,5107909,SINOP,MT,118,104,"43,456729888916016","28,316347122192383","32,113460540771484","2,4699959754943848","1,6391493082046509","1,8468610048294067",99,44,"47,56073760986328","34,88372039794922","0,7270512580871582","2,5424933433532715","97,2477035522461","4,701834678649902","89,44953918457031","3,9449539184570313",0,0,50,"2,5","93,75","4,6875","2,4468164443969727",3
2012,1,ADMINISTRAÇÃO,1936,"FACULDADE LA SALLE",,Privada,Faculdade,1,5105259,"LUCAS DO RIO VERDE",MT,58,50,"46,970001220703125",35,"38,00400161743164","3,063683271408081","2,6510791778564453","2,754230260848999",68,42,"50,37065505981445","58,53658676147461","3,292922019958496","3,024286985397339","96,15384674072266","4,583333492279053","86,79244995117188","3,6792449951171875","5,882352828979492","0,4117647409439087","76,47058868408203","3,8235292434692383","70,5882339477539","3,529411792755127","2,8422751426696777",3
2012,1,ADMINISTRAÇÃO,1939,"INSTITUTO DE ENSINO SUPERIOR DE LONDRINA - INESUL",INESUL,Privada,Faculdade,1,4113700,LONDRINA,PR,64,62,"38,6370964050293","32,314517974853516","33,90967559814453","1,655554175376892","2,2444872856140137","2,0972540378570557",20,3,"52,0099983215332","33,33333206176758",.,"2,0972540378570557","92,1875","4,153645992279053","82,03125","3,203125",0,0,"42,105262756347656","2,1052629947662354","94,7368392944336","4,736842155456543","2,2184054851531982",3
2012,1,ADMINISTRAÇÃO,1940,"FACULDADE DE NOVA SERRANA",FANS,Privada,Faculdade,1,3145208,"NOVA SERRANA",MG,31,26,"48,42307662963867","33,28076934814453","37,08461380004883","3,309229850769043","2,3907814025878906","2,6203935146331787",55,18,"50,95194625854492","64,70587921142578","0,7087390422821045","2,5390548706054688","96,55172729492188","4,626437187194824","86,20689392089844","3,6206893920898438",0,0,50,"2,5","95,45454406738281","4,772727012634277","2,5767369270324707",3
2012,1,ADMINISTRAÇÃO,1941,"FACULDADE CUIABÁ",FAUC,Privada,Faculdade,2,5103403,CUIABA,MT,174,157,"36,42675018310547","26,720382690429688","29,16050910949707","1,2820405960083008","1,3975143432617188","1,3686459064483643",29,15,"45,63833236694336","42,85714340209961","-0,5045361518859863","2,3112382888793945","69,32515716552734","1,6768921613693237","79,14110565185547","2,9141106605529785",0,0,"29,41176414489746","1,4705880880355835","38,235294342041016","1,9117646217346191","1,680664300918579",2
2012,1,ADMINISTRAÇÃO,1943,"FACULDADE SERRANA DE ENSINO SUPERIOR",FASEP,Privada,Faculdade,1,5300108,BRASILIA,DF,126,98,"37,979591369628906","25,707143783569336","28,784692764282227","1,5444462299346924","1,2441061735153198","1,3191912174224854",20,13,"51,41230773925781",50,"-6,278506278991699","1,2270598411560059","74,0740737915039","2,1913580894470215","75,233642578125","2,523364305496216","10,714285850524902","0,7500000596046448","28,571428298950195","1,428571343421936","28,571428298950195","1,4285714626312256","1,3736990690231323",2
2012,1,ADMINISTRAÇÃO,1945,"FACULDADE DE SORRISO",FAIS,Privada,Faculdade,1,5107925,SORRISO,MT,52,52,"46,528846740722656","33,69038391113281","36,90576934814453","2,9891350269317627","2,452798366546631","2,5868825912475586",121,61,"48,840370178222656","44,82758712768555","2,130216360092163","2,8059656620025635","99,01960754394531","4,8937907218933105","93,13725280761719","4,313725471496582",10,"0,7000000476837158",70,"3,5",80,4,"2,8575282096862793",3
2012,1,ADMINISTRAÇÃO,1949,"FACULDADE DE PAULÍNIA",FACP,Privada,Faculdade,1,3536505,PAULINIA,SP,45,40,"45,587501525878906","34,9900016784668","37,650001525878906","2,8300626277923584","2,6495654582977295","2,6946897506713867",88,23,"50,83988952636719","28,571428298950195","1,4474804401397705","2,6777684688568115",80,"2,8333334922790527","64,63414764404297","1,4634147882461548",20,"1,399999976158142",56,"2,799999952316284",12,"0,6000000238418579","2,2634129524230957",3
2012,1,ADMINISTRAÇÃO,1950,"FACULDADE DE ORLÂNDIA",FAO,Privada,Faculdade,1,3534302,ORLANDIA,SP,58,51,"43,04901885986328","34,63333511352539","36,749019622802734","2,40109920501709","2,595564842224121","2,5469484329223633",29,10,"48,8385009765625","22,22222137451172","4,2724609375","3,2082149982452393","96,07843017578125","4,5751633644104","84,9056625366211","3,4905662536621094","6,666666507720947","0,46666672825813293",60,3,60,3,"2,757194757461548",3
2012,1,ADMINISTRAÇÃO,1951,"INSTITUTO DE EDUCAÇÃO E ENSINO SUPERIOR DE SAMAMBAIA",IESA,Privada,Faculdade,1,5300108,BRASILIA,DF,50,38,"32,3815803527832","21,42368507385254","24,18157958984375","0,5984708666801453","0,5955744981765747","0,5962985754013062",13,1,.,.,.,"0,5962985754013062","77,77777862548828","2,592592716217041","71,0526351928711","2,1052634716033936",0,0,"48,3870964050293","2,4193546772003174",0,0,"0,8617550134658813",1
2012,1,ADMINISTRAÇÃO,1952,"FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DO ARAGUAIA","FACULDADES CATHEDRAL",Privada,Faculdade,1,5101803,"BARRA DO GARCAS",MT,33,31,"48,16128921508789","32,01290512084961","36,0612907409668","3,2649919986724854","2,198822021484375","2,465364456176758",27,20,"50,424373626708984","72,22222137451172","1,7497920989990234","2,7345335483551025",100,5,100,5,"45,45454406738281","3,1818180084228516","81,81818389892578","4,090909004211426",100,5,"3,359250545501709",4
2012,1,ADMINISTRAÇÃO,1961,"INSTITUTO TECNOLÓGICO E DAS CIÊNCIAS SOCIAIS APLICADAS E DA SAÚDE DO CENTRO EDUC. N. SRª AUXILIADORA",ITCSAS/CENSA,Privada,Faculdade,1,3301009,"CAMPOS DO GOYTACAZES",RJ,40,33,"39,3636360168457","26,16666603088379","29,469696044921875","1,7783278226852417","1,313679575920105","1,4298416376113892",36,16,"49,708282470703125",50,"-4,015850067138672","1,651918888092041","90,54054260253906","3,9752254486083984","71,0526351928711","2,1052634716033936","15,789473533630371","1,105263113975525","78,9473648071289","3,9473681449890137","57,894737243652344","2,8947367668151855","1,9991239309310913",3
2012,1,ADMINISTRAÇÃO,1967,"FACULDADE DO VALE DO ITAPECURÚ",FAI,Privada,Faculdade,2,2103000,CAXIAS,MA,26,22,"41,681819915771484","31,827272415161133","34,29999923706055","2,1700642108917236","2,1707165241241455","2,17055344581604",0,0,.,.,.,.,90,"3,9166667461395264",86,"3,5999999046325684",0,0,"31,578947067260742","1,5789473056793213","68,42105102539063","3,4210524559020996",.,SC
2012,1,ADMINISTRAÇÃO,1969,"FACULDADE DOS IMIGRANTES - FAI",FAI,Privada,Faculdade,1,4305108,"CAXIAS DO SUL",RS,48,46,"39,315216064453125","27,83478355407715","30,71956443786621","1,7701456546783447","1,5662387609481812","1,6172155141830444",38,4,"48,251251220703125","66,66666412353516",.,"1,6172155141830444","78,88888549804688","2,7129626274108887","80,85106658935547","3,085106611251831","4,34782600402832","0,3043478727340698","73,91304016113281","3,6956520080566406",0,0,.,"Unidade com cursos não reconhecidos até 22/11/2013"
2012,1,ADMINISTRAÇÃO,1970,"FACULDADE DO ESPÍRITO SANTO",UNES,Privada,Faculdade,1,3201209,"CACHOEIRO DE ITAPEMIRIM",ES,78,77,"43,610389709472656","27,571428298950195","31,593505859375","2,495962142944336","1,5263657569885254","1,768764853477478",51,29,"46,87025833129883","51,72413635253906","0,7228693962097168","2,54170823097229","91,55844116210938","4,085497856140137","70,12986755371094","2,012986660003662",0,0,60,3,"86,66666412353516","4,3333330154418945","2,250737190246582",3
2012,1,ADMINISTRAÇÃO,1972,"FACULDADE TIJUCUSSU",TIJUCUSSU,Privada,Faculdade,1,3548807,"SAO CAETANO DO SUL",SP,0,0,.,.,.,.,.,.,379,71,"46,48067092895508","35,82089614868164",.,.,.,0,.,0,"12,5","0,875",50,"2,5","43,75","2,1875",.,SC
2012,1,ADMINISTRAÇÃO,1978,"FACULDADE METROPOLITANA DA GRANDE FORTALEZA",FAMETRO,Privada,Faculdade,1,2304400,FORTALEZA,CE,228,169,"46,5887565612793","35,5426025390625","38,313018798828125","2,9992589950561523","2,73323130607605","2,7997381687164307",378,192,"50,37063980102539","51,93370056152344","2,716792583465576","2,916107177734375","97,09302520751953","4,685077667236328","87,14286041259766","3,7142860889434814","20,754716873168945","1,452830195426941","92,45282745361328","4,622641086578369","92,45282745361328","4,622641086578369","3,1218581199645996",4
2012,1,ADMINISTRAÇÃO,1980,"FACULDADE SINERGIA",SINERGIA,Privada,Faculdade,1,4211306,NAVEGANTES,SC,47,46,"39,076087951660156","30,52391242980957","32,67608642578125","1,7297368049621582","1,973382830619812","1,9124712944030762",57,24,"48,678123474121094","45,45454406738281","-0,4781222343444824","2,3161981105804443","97,77777862548828","4,759259223937988","93,47826385498047","4,3478264808654785","27,77777862548828","1,9444445371627808","88,88888549804688","4,444444179534912","61,11111068725586","3,055555582046509","2,7303617000579834",3
2012,1,ADMINISTRAÇÃO,1984,"FACULDADE DE CIÊNCIAS GERENCIAIS DE MANHUAÇU",FACIG,Privada,Faculdade,1,3139409,MANHUACU,MG,93,92,"50,03260803222656","35,09565353393555","38,84674072265625","3,5812153816223145","2,6655614376068115","2,894474983215332",52,39,"52,035770416259766","34,28571319580078","3,321556806564331","3,0296638011932373","83,51648712158203","3,2142860889434814","74,72527313232422","2,472527265548706","10,526315689086914","0,7368420958518982",100,5,100,5,"2,92631459236145",3
2012,1,ADMINISTRAÇÃO,1986,"FACULDADE ESTÁCIO DE SÁ DE JUIZ DE FORA",FESJF,Privada,Faculdade,1,3136702,"JUIZ DE FORA",MG,157,119,"42,49580001831055","29,104202270507813","32,458824157714844","2,3076140880584717","1,75843346118927","1,895728588104248",231,92,"51,794918060302734","48,83720779418945","-4,1474809646606445","1,6272025108337402","97,15447235107422","4,691734790802002","87,90322875976563","3,790322780609131",20,"1,399999976158142","73,33333587646484","3,6666667461395264",80,4,"2,3698208332061768",3
2012,1,ADMINISTRAÇÃO,1988,"FACULDADE AVANTIS",AVANTIS,Privada,Faculdade,1,4202008,"BALNEARIO CAMBORIU",SC,75,74,"47,202701568603516","33,44459533691406","36,89864730834961","3,103005886077881","2,4155850410461426","2,587440252304077",159,33,"50,230377197265625","48,3870964050293","0,9668548107147217","2,5875213146209717","95,9459457397461","4,5608110427856445","91,33333587646484","4,133333683013916","10,344827651977539","0,7241379618644714","72,4137954711914","3,620689630508423","93,10344696044922","4,655172348022461","2,8044917583465576",3
2012,1,ADMINISTRAÇÃO,1992,"INSTITUTO DE ENSINO SUPERIOR DE PIEDADE",IESP,Privada,Faculdade,1,2607901,"JABOATAO DO GUARARAPES",PE,31,21,"39,404762268066406","30,742856979370117","32,91904830932617","1,7852776050567627","2,0065319538116455","1,9512183666229248",122,64,"51,80777359008789","49,15254211425781","-5,292121887207031","1,4122732877731323","95,23809814453125","4,484127521514893","73,80952453613281","2,3809523582458496",0,0,"43,75","2,1875","43,75","2,1875","1,7275452613830566",2
