,Cód.IES,"Nome da IES","Sigla da IES","Org. Acadêmica","Categ. Administrativa","UF da IES","Nr. de Cursos com CPC no Triênio","alfa (Proporção de Graduandos)","Conceito médio da Graduação","beta (Proporção de Mestrandos - Equivalente)","Conceito Médio do Mestrado","gama (Proporção de Doutorandos - Equivalente)","Conceito Médio do doutorado","IGC (Contínuo)","IGC (faixa)",Observação
2016,584,"UNIVERSIDADE FEDERAL DE GOIÁS",UFG,Universidade,"Pessoa Jurídica de Direito Público - Federal",GO,94,"0,6443340182304382","2,8568106530770687","0,2113492786884308","4,373965172709107","0,14431673288345337","4,632144878324845","3,433670686763721",4,
2016,585,"UNIVERSIDADE FEDERAL DE SANTA CATARINA",UFSC,Universidade,"Pessoa Jurídica de Direito Público - Federal",SC,62,"0,469564825296402","3,23657050877725","0,2503533959388733","4,733076263924592","0,28008177876472473","4,891101588101839","4,074629814339206",5,
2016,586,"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO",UFRJ,Universidade,"Pessoa Jurídica de Direito Público - Federal",RJ,67,"0,4475235939025879","3,1764068691065277","0,2351677119731903","4,782183169024147","0,3173086941242218","4,918970230862699","4,106964112246494",5,
2016,587,"UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO",UFRPE,Universidade,"Pessoa Jurídica de Direito Público - Federal",PE,37,"0,7003875970840454","2,986541276261299","0,15581685304641724","4,348962061560488","0,14379557967185974","4,732545045045044","3,449897108599023",4,
2016,588,"UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ",UTFPR,Universidade,"Pessoa Jurídica de Direito Público - Federal",PR,72,"0,8317083716392517","3,263177910276291","0,12259431928396225","4,275335120643432","0,045697327703237534","4,753488372093023","3,455365900824232",4,
2016,589,"UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO",UFERSA,Universidade,"Pessoa Jurídica de Direito Público - Federal",RN,15,"0,6911342144012451","3,11922182560002","0,18704399466514587","4,386792452830189","0,1218217983841896","4,692640692640692","3,5479900384718777",4,
2016,590,"UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA",UFRA,Universidade,"Pessoa Jurídica de Direito Público - Federal",PA,11,"0,8524166345596313","2,7919127456656696","0,09020418673753738","4,203629032258065","0,05737916752696037","4,5","3,0172640587169317",4,
2016,591,"UNIVERSIDADE FEDERAL DE SÃO PAULO",UNIFESP,Universidade,"Pessoa Jurídica de Direito Público - Federal",SP,31,"0,36815500259399414","3,060827214621892","0,30939343571662903","4,515554787417907","0,32245156168937683","4,810416666666668","4,075068227528062",5,
2016,592,"UNIVERSIDADE FEDERAL DE LAVRAS",UFLA,Universidade,"Pessoa Jurídica de Direito Público - Federal",MG,23,"0,5620701909065247","3,426501943331673","0,19905899465084076","4,609765940274413","0,2388707995414734","4,84391771019678","4,000620471424531",5,
2016,595,"UNIVERSIDADE FEDERAL DE ALFENAS",UNIFAL-MG,Universidade,"Pessoa Jurídica de Direito Público - Federal",MG,26,"0,8206772208213806","3,2551849896095066","0,14325787127017975","4,112157534246576","0,03606491535902023","4,5","3,4228472243315915",4,
2016,596,"UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI",UFVJM,Universidade,"Pessoa Jurídica de Direito Público - Federal",MG,30,"0,822474479675293","3,226852520818311","0,14758144319057465","4,141630901287554","0,029944060370326042","4,5","3,3999799852901127",4,
2016,597,"UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO",UFTM,Universidade,"Pessoa Jurídica de Direito Público - Federal",MG,23,"0,8045656085014343","3,300390877382571","0,1455082893371582","4,353564547206165","0,049926094710826874","4,601449275362318","3,518593116665565",4,
2016,598,"UNIVERSIDADE FEDERAL DE ITAJUBÁ - UNIFEI",UNIFEI,Universidade,"Pessoa Jurídica de Direito Público - Federal",MG,22,"0,707642138004303","3,238802398006396","0,17978166043758392","4,401849217638691","0,1125762090086937","4,902826855123675","3,6352264756175123",4,
2016,599,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,"Instituto Federal de Educação, Ciência e Tecnologia","Pessoa Jurídica de Direito Público - Federal",BA,13,"0,9899884462356567","2,7571659201361327","0,010011551901698112","4,222222222222222",0,0,"2,771833402207756",3,
2016,600,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO MARANHÃO",IFMA,"Instituto Federal de Educação, Ciência e Tecnologia","Pessoa Jurídica de Direito Público - Federal",MA,21,"0,9864077568054199","2,4862169866982136","0,013592232950031757",4,0,0,"2,5067926525806423",3,
2016,601,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO SUL",IFRS,"Instituto Federal de Educação, Ciência e Tecnologia","Pessoa Jurídica de Direito Público - Federal",RS,21,"0,9698605537414551","2,9991187369377474","0,03013945184648037",4,0,0,"3,0292847663287388",4,
2016,605,"UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL",USCS,Universidade,"Pessoa Jurídica de Direito Público - Municipal",SP,16,"0,9539295434951782","2,461551159848952","0,020245496183633804","4,283950617283951","0,02582496404647827",5,"2,5640019003102266",3,
2016,609,"UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ",UNIOESTE,Universidade,"Pessoa Jurídica de Direito Público - Estadual",PR,55,"0,706830620765686","3,008968501521117","0,208378866314888","4,238540994189799","0,08479052782058716","4,744652406417112","3,4123550228583417",4,
2016,634,"UNIVERSIDADE FEDERAL DE PELOTAS",UFPEL,Universidade,"Pessoa Jurídica de Direito Público - Federal",RS,54,"0,6991270184516907","2,9259084421446095","0,14691554009914398","4,37933025404157","0,15395745635032654","4,782704126426691","3,4253062767450944",4,
2016,663,"UNIVERSIDADE SALGADO DE OLIVEIRA",UNIVERSO,Universidade,"Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação",RJ,91,"0,9895696640014648","2,4788810389144182","0,008356461301445961","4,252747252747253","0,0020738663151860237","4,5","2,497895793038893",3,
2016,664,"UNIVERSIDADE VILA VELHA",UVV,Universidade,"Privada sem fins lucrativos",ES,30,"0,9667269587516785","3,2674119675018325","0,026039782911539078","4,078313253012048","0,007233273237943649","4,5","3,2974433556563176",4,
2016,665,"UNIVERSIDADE DE TAUBATÉ",UNITAU,Universidade,"Pessoa Jurídica de Direito Público - Municipal",SP,48,"0,9302401542663574","2,2744829107181457","0,06748066842556","4,1795081967213115","0,0022792022209614515","4,5","2,408107750541829",3,
2016,666,"UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA",UEFS,Universidade,"Pessoa Jurídica de Direito Público - Estadual",BA,24,"0,8092266321182251","2,4299392190472062","0,13864414393901825","4,1760143198090685","0,052129220217466354","4,64516129032258","2,7875000967774466",3,
2016,669,"UNIVERSIDADE NILTON LINS",UNINILTONLINS,Universidade,"Privada sem fins lucrativos",AM,27,"0,9971968531608582","2,2913836444296005","0,0019556714687496424",4,"0,0008474576170556247",4,"2,2961730759526775",3,
2016,670,"UNIVERSIDADE SÃO FRANCISCO",USF,Universidade,"Privada sem fins lucrativos",SP,30,"0,9403119087219238","2,6382497582728064","0,027151351794600487","4,674757281553398","0,03253674507141113","4,732323232323233","2,7616780399981007",3,
2016,671,"UNIVERSIDADE ANHANGUERA - UNIDERP",UNIDERP,Universidade,"Privada com fins lucrativos",MS,39,"0,9985492825508118","2,3741695358414385","0,0005392801249399781","4,325581395348838","0,0009114593267440796","4,5","2,377159553714132",3,
2016,688,"UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA",UESB,Universidade,"Pessoa Jurídica de Direito Público - Estadual",BA,39,"0,8133995532989502","2,750776572848051","0,13217109441757202","4,256380510440835","0,05442935228347778","4,6425531914893625","3,052742069056769",4,
2016,693,"UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO",UNIRIO,Universidade,"Pessoa Jurídica de Direito Público - Federal",RJ,21,"0,7733926773071289","3,349404203827367","0,1460156887769699","4,330472103004292","0,0805916115641594","4,589795918367346","3,5926206012432504",4,
2016,694,"UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL",UFMS,Universidade,"Pessoa Jurídica de Direito Público - Federal",MS,100,"0,8173997402191162","2,789755375957354","0,11313044279813766","4,232080723729992","0,06946983188390732","4,547001620745544","3,0750019239845083",4,
2016,699,"FUNDAÇÃO UNIVERSIDADE FEDERAL DE RONDÔNIA",UNIR,Universidade,"Pessoa Jurídica de Direito Público - Federal",RO,52,"0,8669313788414001","2,59930593263712","0,11582529544830322","4,173482849604222","0,017243335023522377","4,335164835164835","2,8115674599505063",3,
2016,717,"FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE",UFCSPA,Universidade,"Pessoa Jurídica de Direito Público - Federal",RS,10,"0,6595590710639954","3,490181377307884","0,2226237803697586","4,199999999999999","0,11781713366508484","4,464497041420119","3,7629949092913995",4,
2016,718,"UNIVERSIDADE POTIGUAR",UNP,Universidade,"Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil",RN,60,"0,9941045641899109","2,7461937067801876","0,005573867354542017","4,202702702702703","0,00032156927045434713","4,5","2,754876067172279",3,
2016,719,"UNIVERSIDADE DO ESTADO DE MATO GROSSO",UNEMAT,Universidade,"Pessoa Jurídica de Direito Público - Estadual",MT,58,"0,9348834156990051","2,4117981789090708","0,05228384584188461","4,266294227188082","0,012832730077207088","4,5","2,535555674513008",3,
2016,730,"UNIVERSIDADE ESTADUAL DE PONTA GROSSA",UEPG,Universidade,"Pessoa Jurídica de Direito Público - Estadual",PR,41,"0,8332433700561523","2,962591829296045","0,10484161227941513","4,28083109919571","0,06191504746675491","4,551987767584098","3,199205772977054",4,
2016,746,"UNIVERSIDADE REGIONAL DO CARIRI",URCA,Universidade,"Pessoa Jurídica de Direito Público - Estadual",CE,20,"0,9811156988143921","2,411807662839321","0,0188843235373497","4,385185185185185",0,0,"2,4490736163407356",3,
2016,756,"UNIVERSIDADE ESTADUAL DO PIAUÍ",UESPI,Universidade,"Pessoa Jurídica de Direito Público - Estadual",PI,98,"0,992237389087677","2,3955886438511813","0,007762614171952009","4,173913043478262",0,0,"2,4093930978467846",3,
2016,780,"UNIVERSIDADE DE CUIABÁ","UNIC / PITÁGORAS",Universidade,"Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil",MT,31,"0,9930862784385681","2,6926787095071636","0,005973097402602434",4,"0,0009406452882103622","4,5","2,702187572062592",3,
