,Cód.IES,"Nome da IES","Sigla da IES","Org. Acadêmica","Categ. Administrativa","UF da IES","Nr. de Cursos com CPC no Triênio","alfa (Proporção de Graduandos)","Conceito médio da Graduação","beta (Proporção de Mestrandos - Equivalente)","Conceito Médio do Mestrado","gama (Proporção de Doutorandos - Equivalente)","Conceito Médio do doutorado","IGC (Contínuo)","IGC (faixa)",Observação
2016,11,"UNIVERSIDADE CATÓLICA DE PERNAMBUCO",UNICAP,Universidade,"Privada sem fins lucrativos",PE,25,"0,9126096367835999","2,523587366358197","0,058361053466796875","4,359050445103858","0,029029332101345062","4,5","2,6880809203510596",3,
2016,12,"UNIVERSIDADE FEDERAL DO RIO GRANDE",FURG,Universidade,"Pessoa Jurídica de Direito Público - Federal",RS,39,"0,702663242816925","2,7598615202071266","0,1680043786764145","4,3796561604584525","0,12933236360549927","4,752717391304348","3,2897348313348953",4,
2016,13,"UNIVERSIDADE DE CAXIAS DO SUL",UCS,Universidade,"Privada sem fins lucrativos",RS,101,"0,9466418027877808","2,71925938886007","0,03839552402496338","4,361809045226131","0,014962686225771904","4,745341614906833","2,812641611724327",3,
2016,14,"UNIVERSIDADE DO VALE DO RIO DOS SINOS",UNISINOS,Universidade,"Privada sem fins lucrativos",RS,58,"0,8130261898040771","3,2358438106883365","0,10356123745441437","4,602775693923482","0,08341258764266968","4,859813084112149","3,5128644955983583",4,
2016,15,"UNIVERSIDADE CATÓLICA DE PETRÓPOLIS",UCP,Universidade,"Privada sem fins lucrativos",RJ,22,"0,8909524083137512","2,3732046340747583","0,0895238071680069","4,12251655629139","0,019523808732628822","4,5","2,5713329006794368",3,
2016,17,"UNIVERSIDADE FEDERAL DE UBERLÂNDIA",UFU,Universidade,"Pessoa Jurídica de Direito Público - Federal",MG,71,"0,6680389642715454","3,11115964706114","0,18099410831928253","4,489265070189925","0,15096691250801086","4,804642857142858","3,616248494540603",4,
2016,18,"UNIVERSIDADE CATÓLICA DE PELOTAS",UCPEL,Universidade,"Privada sem fins lucrativos",RS,24,"0,835896372795105","2,566687171331477","0,08377175033092499","4,696531791907514","0,08033184707164764","4,888111888111888","2,9315922419735445",3,
2016,19,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS",PUC-CAMPINAS,Universidade,"Privada sem fins lucrativos",SP,41,"0,9589658379554749","2,502620724764951","0,027039848268032074","4,383720930232558","0,01399430725723505","4,75531914893617","2,5850103264882702",3,
2016,20,"UNIVERSIDADE DE PASSO FUNDO",UPF,Universidade,"Privada sem fins lucrativos",RS,84,"0,9223130345344543","2,507462176341405","0,056290119886398315","4,199863574351977","0,021396828815340996","4,499999999999999","2,645361602617633",3,
2016,21,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL",PUCRS,Universidade,"Privada sem fins lucrativos",RS,46,"0,7207121253013611","2,9466251816253655","0,12649637460708618","4,878810408921933","0,15279151499271393","4,911153846153847","3,491202962755807",4,
2016,22,"UNIVERSIDADE PRESBITERIANA MACKENZIE",MACKENZIE,Universidade,"Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação",SP,40,"0,9082140326499939","2,8795979571013826","0,05707768723368645","4,736309523809524","0,03470829129219055","4,837923728813559","3,053544932700723",4,
2016,23,"UNIVERSIDADE FEEVALE",FEEVALE,Universidade,"Privada sem fins lucrativos",RS,41,"0,9579740762710571","3,0168306877119035","0,025935228914022446","4,334061135371179","0,01609070599079132","4,721649484536083","3,07842513264745",4,
2016,24,"UNIVERSIDADE ESTADUAL DE SANTA CRUZ",UESC,Universidade,"Pessoa Jurídica de Direito Público - Estadual",BA,25,"0,7677204012870789","2,8731713141313406","0,1484317183494568","4,291831357048748","0,08384786546230316","4,627906976744186","3,230876259002364",4,
2016,27,"UNIVERSIDADE VALE DO RIO VERDE",UNINCOR,Universidade,"Privada sem fins lucrativos",MG,20,"0,9904923439025879","2,592607859556948","0,009507640264928341",4,0,0,"2,605988796692546",3,
2016,29,"UNIVERSIDADE ESTADUAL DO CEARÁ",UECE,Universidade,"Pessoa Jurídica de Direito Público - Estadual",CE,59,"0,8244496583938599","2,5324861068787383","0,11814112216234207","4,316326530612244","0,05740920081734657","4,688622754491018","2,8670130509183465",3,
2016,30,"UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO",UNIFENAS,Universidade,"Privada sem fins lucrativos",MG,21,"0,966017484664917","2,868308499788264","0,026997985318303108","4,2976190476190474","0,006984553299844265","4,5","2,9182937080090383",3,
2016,32,"UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL",UNCISAL,Universidade,"Pessoa Jurídica de Direito Público - Estadual",AL,6,1,"2,220433928967825",0,0,0,0,"2,220433928967825",3,
2016,40,"UNIVERSIDADE DO ESTADO DA BAHIA",UNEB,Universidade,"Pessoa Jurídica de Direito Público - Estadual",BA,202,"0,9531907439231873","2,289853863638411","0,03960784152150154","4,092849519743863","0,007201426196843386","4,5","2,377182860792045",3,
2016,43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA",UDESC,Universidade,"Pessoa Jurídica de Direito Público - Estadual",SC,35,"0,7612496018409729","3,142686990879065","0,1539381891489029","4,333693304535637","0,084812231361866","4,615384615384615","3,4509311879684312",4,
2016,47,"UNIVERSIDADE ESTADUAL DE GOIÁS",UEG,Universidade,"Pessoa Jurídica de Direito Público - Estadual",GO,123,"0,9715847373008728","2,2354308866117485","0,027454042807221413","4,045346062052507","0,0009611918940208852","4,5","2,2872969982036406",3,
2016,54,"UNIVERSIDADE ESTADUAL DE CAMPINAS",UNICAMP,Universidade,"Pessoa Jurídica de Direito Público - Estadual",SP,49,"0,2699449062347412","2,9778404535727736","0,26933708786964417","4,846500686139972","0,4607180058956146","4,91704288939052","4,374565438088106",5,
2016,56,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO",UNESP,Universidade,"Pessoa Jurídica de Direito Público - Estadual",SP,130,"0,4661279320716858","2,9013338936069295","0,25146591663360596","4,711428161743622","0,28240618109703064","4,852749003984063","3,907602683460294",4,
2016,57,"UNIVERSIDADE ESTADUAL DE MARINGÁ",UEM,Universidade,"Pessoa Jurídica de Direito Público - Estadual",PR,53,"0,6475042104721069","2,903881881660889","0,18468375504016876","4,577809798270893","0,1678120195865631","4,817294751009421","3,534122809604077",4,
2016,71,"UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE",UERN,Universidade,"Pessoa Jurídica de Direito Público - Estadual",RN,64,"0,920954167842865","2,4240438467831877","0,07249765843153","4,071533923303835","0,0065481760539114475","4,5","2,557076751635498",3,
2016,76,"UNIVERSIDADE REGIONAL DE BLUMENAU",FURB,Universidade,"Pessoa Jurídica de Direito Público - Municipal",SC,37,"0,917989194393158","2,4401694610638427","0,06311347335577011","4,41005291005291","0,018897349014878273","4,711764705882353","2,607422816703988",3,
2016,81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE",UNIVILLE,Universidade,"Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Sociedade",SC,35,"0,9539448022842407","2,4525168601136165","0,038989923894405365","4,105691056910569","0,007065288722515106","4,5","2,5314400923140528",3,
2016,82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA",UNOESC,Universidade,"Pessoa Jurídica de Direito Público - Municipal",SC,73,"0,9782379269599915","2,5862265374285416","0,021762048825621605",4,0,0,"2,6169930819254996",3,
2016,83,"UNIVERSIDADE DO VALE DO ITAJAÍ",UNIVALI,Universidade,"Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação",SC,51,"0,9069151878356934","2,737210001818203","0,05715733766555786","4,542094455852156","0,03592747077345848","4,80204081632653","2,9145565305482206",3,
2016,95,"UNIVERSIDADE ESTADUAL DO VALE DO ACARAÚ",UVA,Universidade,"Pessoa Jurídica de Direito Público - Estadual",CE,24,"0,9918786287307739","2,250671640560837","0,008121393620967865",4,0,0,"2,2648786750465955",3,
2016,107,"UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI",UFSJ,Universidade,"Pessoa Jurídica de Direito Público - Federal",MG,38,"0,8880625367164612","3,082632464087958","0,09353676438331604","4,185393258426966","0,01840067468583584","4,5","3,211861584973731",4,
2016,137,"UNIVERSIDADE DO SAGRADO CORAÇÃO",USC,Universidade,"Privada sem fins lucrativos",SP,35,"0,9643328785896301","2,9166465483245756","0,02679750882089138",4,"0,008869597688317299",4,"2,9552865878111816",4,
2016,140,"UNIVERSIDADE SEVERINO SOMBRA",USS,Universidade,"Privada sem fins lucrativos",RJ,14,"0,9781643152236938","2,5723617152525673","0,021835677325725555",4,0,0,"2,6035351450105764",3,"Conforme a Nota Técnica 55/2017/CGCQES/2017"
2016,143,"UNIVERSIDADE DE UBERABA",UNIUBE,Universidade,"Privada sem fins lucrativos",MG,48,"0,9942472577095032","2,353533495086122","0,005037701688706875",4,"0,0007150286110118032","4,5","2,3633626589212198",3,
2016,150,"UNIVERSIDADE DE SOROCABA",UNISO,Universidade,"Privada sem fins lucrativos",SP,47,"0,9689576029777527","2,351374081958811","0,02058599330484867","4,121710526315789","0,010456377640366554","4,5","2,4102849988397343",3,
2016,163,"UNIVERSIDADE ESTÁCIO DE SÁ",UNESA,Universidade,"Privada com fins lucrativos",RJ,279,"0,9942235946655273","3,115967943704156","0,0036708388943225145","4,636206896551724","0,00210557971149683","4,794520547945206","3,125082863642194",4,
2016,165,"UNIVERSIDADE VEIGA DE ALMEIDA",UVA,Universidade,"Privada com fins lucrativos",RJ,54,"0,9846017360687256","2,8298509932257447","0,011211637407541275","4,377777777777778","0,0041866241954267025","4,5","2,8541980667205324",3,
2016,167,"UNIVERSIDADE METODISTA DE SÃO PAULO",UMESP,Universidade,"Privada sem fins lucrativos",SP,42,"0,949492335319519","2,6945807769263164","0,029170745983719826","4,563909774436089","0,021336907520890236","4,646875","2,79076638944968",3,
2016,176,"UNIVERSIDADE CASTELO BRANCO",UCB,Universidade,"Privada sem fins lucrativos",RJ,38,1,"2,4241976749856318",0,0,0,0,"2,4241976749856318",3,
2016,203,"UNIVERSIDADE SÃO JUDAS TADEU",USJT,Universidade,"Privada com fins lucrativos",SP,38,"0,9925760626792908","3,18961534811866","0,005288951564580202",4,"0,002134989481419325",4,"3,195631607881053",4,
2016,208,"UNIVERSIDADE DE RIBEIRÃO PRETO",UNAERP,Universidade,"Privada sem fins lucrativos",SP,32,"0,9398387670516968","3,023717753709937","0,035495128482580185","4,28042328042328","0,024666104465723038","4,638888888888889","3,1081646577957405",4,
2016,221,"UNIVERSIDADE CRUZEIRO DO SUL",UNICSUL,Universidade,"Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil",SP,65,"0,968498706817627","2,724545024585899","0,01728425733745098","4,474299065420561","0,014217027463018894","4,658783783783783","2,7822873264276096",3,
2016,227,"UNIVERSIDADE CATÓLICA DE SANTOS",UNISANTOS,Universidade,"Privada sem fins lucrativos",SP,31,"0,9344799518585205","2,8916340418301725","0,047502048313617706","4,5","0,018018018454313278","4,5","2,997014340657608",4,
2016,240,"UNIVERSIDADE SANTA ÚRSULA",USU,Universidade,"Privada sem fins lucrativos",RJ,7,"0,9698314070701599","2,1508376043373816","0,03016858920454979",4,0,0,"2,2066242170121337",3,
2016,266,"UNIVERSIDADE METODISTA DE PIRACICABA",UNIMEP,Universidade,"Privada sem fins lucrativos",SP,40,"0,9056457281112671","2,4518740241105728","0,055874064564704895","4,508771929824562","0,03848022595047951","4,5588235294117645","2,647877209197396",3,
2016,271,"UNIVERSIDADE DO OESTE PAULISTA",UNOESTE,Universidade,"Privada sem fins lucrativos",SP,42,"0,975280225276947","3,3176388024129984","0,019115814939141273","4,320855614973262","0,00560398492962122","4,5","3,3434421271027635",4,
2016,275,"UNIVERSIDADE DO VALE DO PARAÍBA",UNIVAP,Universidade,"Privada sem fins lucrativos",SP,35,"0,8754587769508362","2,531613551527402","0,06435038149356842","4,432624113475178","0,060190849006175995","4,5","2,772423176779852",3,
2016,295,"UNIVERSIDADE DE SANTA CRUZ DO SUL",UNISC,Universidade,"Privada sem fins lucrativos",RS,49,"0,914685070514679","2,7942337396890022","0,06298474222421646","4,392512077294687","0,022330179810523987","4,908602150537634","2,942115094766924",3,
2016,296,"UNIVERSIDADE DA REGIÃO DA CAMPANHA",URCAMP,Universidade,"Privada sem fins lucrativos",RS,40,1,"2,344091232048855",0,0,0,0,"2,344091232048855",3,
2016,298,"UNIVERSIDADE NORTE DO PARANÁ",UNOPAR,Universidade,"Privada com fins lucrativos",PR,50,"0,9985964298248291","2,583342725731371","0,0011362162185832858","4,122844827586206","0,00026734499260783195","4,5","2,585604318555831",3,
2016,308,"UNIVERSIDADE PRESIDENTE ANTÔNIO CARLOS",UNIPAC,Universidade,"Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação",MG,21,1,"2,066790901215969",0,0,0,0,"2,066790901215969",3,
2016,316,"UNIVERSIDADE NOVE DE JULHO",UNINOVE,Universidade,"Privada sem fins lucrativos",SP,108,"0,9858770966529846","3,0737978994273454","0,007897505536675453","4,422935779816514","0,006225369405001402","4,86254295532646","3,0955882347395294",4,
2016,319,"UNIVERSIDADE CAMILO CASTELO BRANCO",UNICASTELO,Universidade,"Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação",SP,42,"0,9682587385177612","2,5184850523209867","0,026199113577604294","4,055555555555556","0,005542119964957237",4,"2,5669656002162697",3,
2016,322,"UNIVERSIDADE PAULISTA",UNIP,Universidade,"Privada sem fins lucrativos",SP,610,"0,9974526762962341","2,8470587530361815","0,0015245135873556137","4,4573170731707314","0,0010228159371763468","4,644927536231884","2,8513525191408466",3,
2016,330,"UNIVERSIDADE IGUAÇU",UNIG,Universidade,"Privada sem fins lucrativos",RJ,27,1,"2,2336505455944815",0,0,0,0,"2,2336505455944815",3,
2016,338,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS","PUC MINAS",Universidade,"Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação",MG,93,"0,9108647108078003","2,782135881034751","0,051172174513339996","4,674785100286533","0,03796309605240822","4,820224719101123","2,9563589676763757",4,
2016,355,"UNIVERSIDADE TUIUTI DO PARANÁ",UTP,Universidade,"Privada com fins lucrativos",PR,39,"0,9454486966133118","2,8926610781746884","0,03346244990825653","4,2404761904761905","0,021088873967528343","4,39908256880734","2,969531066081609",4,
2016,367,"UNIVERSIDADE ESTADUAL DE MONTES CLAROS",UNIMONTES,Universidade,"Pessoa Jurídica de Direito Público - Estadual",MG,43,"0,876792848110199","2,536487403393789","0,09334587305784225","4,229779411764706","0,029861275106668472","4,795918367346939","2,7620187044070175",3,
2016,375,"UNIVERSIDADE DE SANTO AMARO",UNISA,Universidade,"Privada sem fins lucrativos",SP,42,"0,9947665929794312","2,0275332221371083","0,005233380477875471",4,0,0,"2,0378558374494413",3,
2016,383,"UNIVERSIDADE DA AMAZÔNIA",UNAMA,Universidade,"Privada com fins lucrativos",PA,30,"0,973773181438446","2,4236166249039712","0,01909896731376648","4,114705882352941","0,007127844262868166","4,5","2,4707148037555773",3,
2016,385,"UNIVERSIDADE SALVADOR",UNIFACS,Universidade,"Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil",BA,51,"0,9834346175193787","2,627666753145938","0,013892264105379581","4,116906474820144","0,002673147013410926","4,5","2,653360761954161",3,
2016,387,"UNIVERSIDADE CATÓLICA DOM BOSCO",UCDB,Universidade,"Privada sem fins lucrativos",MS,37,"0,9339443445205688","2,7785610161733105","0,035924989730119705","4,411764705882353","0,03013063594698906","4,5","2,8891018104723667",3,
2016,398,"UNIVERSIDADE TIRADENTES",UNIT,Universidade,"Privada com fins lucrativos",SE,52,"0,9760372638702393","2,871797424636021","0,013420430943369865","4,4021739130434785","0,010542314499616623","4,558441558441558","2,910116896269259",3,
2016,403,"UNIVERSIDADE CATÓLICA DE BRASÍLIA",UCB,Universidade,"Privada sem fins lucrativos",DF,44,"0,8979447484016418","2,6052111725092506","0,06820809096097946","4,564128256513026","0,0338471420109272","4,785365853658536","2,8126171237328053",3,
2016,409,"UNIVERSIDADE DE PERNAMBUCO",UPE,Universidade,"Pessoa Jurídica de Direito Público - Estadual",PE,46,"0,916427493095398","2,561942341303819","0,06451612710952759","4,157309941520467","0,01905636489391327","4,5","2,7018015759394602",3,
2016,417,"UNIVERSIDADE CIDADE DE SÃO PAULO",UNICID,Universidade,"Privada com fins lucrativos",SP,50,"0,9886294007301331","2,828494080647136","0,009401941671967506","4,305232558139535","0,0019686375744640827","4,5","2,8456688223998783",3,
2016,420,"UNIVERSIDADE DE MARÍLIA",UNIMAR,Universidade,"Privada com fins lucrativos",SP,22,"0,9614148139953613","2,9132876128533027","0,03858520835638046","4,5",0,0,"2,9745113060300605",4,
2016,423,"UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES",URI,Universidade,"Privada sem fins lucrativos",RS,66,"0,9540704488754272","2,586130900100276","0,03547995164990425","4,215686274509803","0,010449574328958988",5,"2,669171285544851",3,
2016,437,"UNIVERSIDADE PARANAENSE",UNIPAR,Universidade,"Privada sem fins lucrativos",PR,80,"0,9868133068084717","2,531836702519466","0,009638696908950806","4,117424242424242","0,003547986503690481","4,5","2,554102692297192",3,
2016,441,"UNIVERSIDADE DO CONTESTADO",UNC,Universidade,"Privada sem fins lucrativos",SC,58,"0,9949016571044922","2,64256809422079","0,0050983247347176075",4,0,0,"2,6494886748905944",3,
2016,446,"UNIVERSIDADE DE CRUZ ALTA",UNICRUZ,Universidade,"Privada sem fins lucrativos",RS,16,"0,9456290006637573","2,7274758369072045","0,054371003061532974",4,0,0,"2,796664262235237",3,
2016,449,"UNIVERSIDADE LUTERANA DO BRASIL",ULBRA,Universidade,"Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação",RS,145,"0,977898895740509","2,542176055860429","0,011787240393459797","4,396860986547085","0,010313834995031357","4,5","2,5842302727065727",3,
2016,457,"UNIVERSIDADE ANHANGUERA DE SÃO PAULO - UNIAN-SP","UNIAN - SP",Universidade,"Privada com fins lucrativos",SP,96,"0,9859336614608765","2,3251443010015524","0,005758919753134251","4,298165137614679","0,008307407610118389","4,910112359550562","2,35798112700686",3,
2016,458,"UNIVERSIDADE IBIRAPUERA",UNIB,Universidade,"Privada sem fins lucrativos",SP,17,"0,9929577708244324","2,5400893270701204","0,007042253389954567",4,0,0,"2,5503704494622976",3,
2016,466,"UNIVERSIDADE ANHEMBI MORUMBI",UAM,Universidade,"Privada com fins lucrativos",SP,59,"0,9886459112167358","3,0224270610996555","0,008270255289971828","4,451612903225807","0,003083823947235942","4,5","3,0388033388313618",4,
2016,472,"UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY",UNIGRANRIO,Universidade,"Privada sem fins lucrativos",RJ,69,"0,9772306084632874","2,6976109325997806","0,018079351633787155","4,500000000000001","0,004690041299909353","4,5","2,738650241263334",3,
2016,481,"UNIVERSIDADE GUARULHOS",UNG,Universidade,"Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil",SP,47,"0,986103892326355","2,2379520317564716","0,00983657781034708","4,307692307692308","0,00405954010784626",5,"2,2695238604616113",3,
2016,482,"UNIVERSIDADE DO EXTREMO SUL CATARINENSE",UNESC,Universidade,"Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Associação de Utilidade Pública",SC,40,"0,9210062026977539","2,6457110837818227","0,049514561891555786","4,274861878453039","0,0294792577624321","4,907608695652174","2,7930568935040543",3,
2016,494,"UNIVERSIDADE DO SUL DE SANTA CATARINA",UNISUL,Universidade,"Privada sem fins lucrativos",SC,84,"0,9760012030601501","2,664825318114061","0,015651395544409752","4,275862068965517","0,008347411639988422","4,5","2,705359277339136",3,
2016,496,"UNIVERSIDADE DE FRANCA",UNIFRAN,Universidade,"Privada com fins lucrativos",SP,57,"0,9715205430984497","2,6950883387202285","0,01550272386521101","4,389204545454545","0,012976720929145813","4,8100000000000005","2,748796340257077",3,
2016,513,"UNIVERSIDADE VALE DO RIO DOCE",UNIVALE,Universidade,"Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação",MG,21,"0,9761748909950256","2,032976236358649","0,023825136944651604",4,0,0,"2,079840903701488",3,
2016,519,"UNIVERSIDADE CATÓLICA DO SALVADOR",UCSAL,Universidade,"Privada sem fins lucrativos",BA,33,"0,9400994777679443","2,0809307632141985","0,03503016009926796","4,496987951807228","0,024870356544852257","4,723958333333334","2,23129865973823",3,
2016,521,"UNIVERSIDADE DE MOGI DAS CRUZES",UMC,Universidade,"Privada com fins lucrativos",SP,49,"0,9817607998847961","2,429083246850523","0,012462559156119823","4,136612021857924","0,005776636768132448","4,318181818181818","2,4612760513054384",3,
2016,526,"UNIVERSIDADE BRAZ CUBAS",UBC,Universidade,"Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil",SP,38,1,"2,4361770883219354",0,0,0,0,"2,4361770883219354",3,
2016,527,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS","PUC GOIÁS",Universidade,"Privada sem fins lucrativos",GO,40,"0,9575300812721252","2,3111424118805854","0,028917977586388588","4,182046979865772","0,013551967218518257","4,620588235294117","2,396542782603432",3,
2016,528,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO",PUC-RIO,Universidade,"Privada sem fins lucrativos",RJ,40,"0,5580393075942993","2,841760598494975","0,23282374441623688","4,817655935613681","0,209136962890625","4,893571428571429","3,73090547723135",4,
2016,532,"UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL",UNIJUI,Universidade,"Privada sem fins lucrativos",RS,47,"0,9245065450668335","2,884598490704951","0,053561121225357056","4,375471698113207","0,02193235605955124","4,5","2,9998809568553777",4,
2016,546,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO",PUCSP,Universidade,"Privada sem fins lucrativos",SP,43,"0,5608607530593872","2,908807078812395","0,2334476113319397","4,545118343195267","0,2056916207075119","4,669318746892094","3,6529224898153183",4,
2016,547,"UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO",UERJ,Universidade,"Pessoa Jurídica de Direito Público - Estadual",RJ,53,"0,5853907465934753","2,8750085396429643","0,19885554909706116","4,590775125257885","0,2157537043094635","4,803733031674207","3,6323276998959377",4,
2016,548,"UNIVERSIDADE FEDERAL DO MARANHÃO",UFMA,Universidade,"Pessoa Jurídica de Direito Público - Federal",MA,44,"0,8754709959030151","2,7516174055406877","0,07878465950489044","4,205449826989619","0,04574437066912651","4,625","2,9518538774017644",4,
2016,549,"UNIVERSIDADE FEDERAL DO ACRE",UFAC,Universidade,"Pessoa Jurídica de Direito Público - Federal",AC,35,"0,9183135628700256","2,5390636850906825","0,06499780714511871","4,097979797979798","0,016688626259565353","4,5","2,673115137771249",3,
2016,550,"UNIVERSIDADE ESTADUAL DA PARAÍBA",UEPB,Universidade,"Pessoa Jurídica de Direito Público - Estadual",PB,41,"0,9267874360084534","2,655727721086466","0,06613785028457642","4,206758304696449","0,0070747132413089275","4,285714285714286","2,7698412359073203",3,
2016,555,"UNIVERSIDADE DE FORTALEZA",UNIFOR,Universidade,"Privada sem fins lucrativos",CE,29,"0,9294911026954651","2,5175654520793684","0,04795825108885765","4,4203216374269","0,022550662979483604","4,693548387096774","2,6578882109978075",3,
2016,568,"UNIVERSIDADE ESTADUAL DO MARANHÃO",UEMA,Universidade,"Pessoa Jurídica de Direito Público - Estadual",MA,114,"0,9715942740440369","2,1818610012895885","0,025076517835259438","4,0822942643391515","0,0033292165026068687","4,5","2,237234854803162",3,
2016,569,"UNIVERSIDADE FEDERAL DO PARÁ",UFPA,Universidade,"Pessoa Jurídica de Direito Público - Federal",PA,86,"0,7044565081596375","2,5683812964657102","0,17351876199245453","4,375061304561059","0,12202475219964981","4,6498823529411775","3,1358688828144565",4,
2016,570,"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE",UFRN,Universidade,"Pessoa Jurídica de Direito Público - Federal",RN,75,"0,6310856342315674","3,1002070046649868","0,20408163964748383","4,389101338432122","0,16483275592327118","4,637602179836513","3,6166598496925664",4,
2016,571,"UNIVERSIDADE FEDERAL DO PARANÁ",UFPR,Universidade,"Pessoa Jurídica de Direito Público - Federal",PR,68,"0,5824114680290222","3,0983063612113733","0,21997660398483276","4,560784816619645","0,1976119577884674","4,761240029006526","3,7486330753351504",4,
2016,572,"UNIVERSIDADE FEDERAL FLUMINENSE",UFF,Universidade,"Pessoa Jurídica de Direito Público - Federal",RJ,85,"0,6941644549369812","2,966282478876639","0,17398636043071747","4,417382617382615","0,13184918463230133","4,736852356836773","3,4522023053393602",4,
2016,573,"UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO",UFES,Universidade,"Pessoa Jurídica de Direito Público - Federal",ES,79,"0,7235442996025085","2,926911345770137","0,18815968930721283","4,314671163575042","0,08829601109027863","4,622277227722773","3,337725846636312",4,
2016,574,"UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO",UFRRJ,Universidade,"Pessoa Jurídica de Direito Público - Federal",RJ,53,"0,800563633441925","3,1935935495895666","0,12118162214756012","4,270806658130601","0,07825474441051483","4,654083204930663","3,438422226174103",4,
2016,575,"UNIVERSIDADE FEDERAL DE MINAS GERAIS",UFMG,Universidade,"Pessoa Jurídica de Direito Público - Federal",MG,59,"0,4505924880504608","3,405790066222599","0,23192889988422394","4,848516746411481","0,31747859716415405","4,936522083580908","4,226374680747369",5,
2016,576,"UNIVERSIDADE FEDERAL DE JUIZ DE FORA",UFJF,Universidade,"Pessoa Jurídica de Direito Público - Federal",MG,52,"0,6921891570091248","3,34162895728037","0,1952991634607315","4,353294853294853","0,11251169443130493","4,64317673378076","3,6856458559852583",4,
2016,577,"UNIVERSIDADE FEDERAL DE ALAGOAS",UFAL,Universidade,"Pessoa Jurídica de Direito Público - Federal",AL,68,"0,8645282983779907","2,6897302657465145","0,09166606515645981","4,262191450933172","0,04380566254258156","4,588129496402877","2,91703230141325",3,
2016,578,"UNIVERSIDADE FEDERAL DA BAHIA",UFBA,Universidade,"Pessoa Jurídica de Direito Público - Federal",BA,59,"0,563628077507019","2,943380654034392","0,22224904596805573","4,495315877972615","0,21412289142608643","4,689845474613687","3,6622549179750523",4,
2016,579,"UNIVERSIDADE FEDERAL DA PARAÍBA",UFPB,Universidade,"Pessoa Jurídica de Direito Público - Federal",PB,62,"0,678471565246582","2,931224545600357","0,18502163887023926","4,434155766944113","0,1365068107843399","4,68733647305076","3,4490206255578735",4,
2016,580,"UNIVERSIDADE FEDERAL DE PERNAMBUCO",UFPE,Universidade,"Pessoa Jurídica de Direito Público - Federal",PE,63,"0,5489289164543152","3,037029452436429","0,21829834580421448","4,6056644880174265","0,23277270793914795","4,804709862086912","3,7909275510890907",4,
2016,581,"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL",UFRGS,Universidade,"Pessoa Jurídica de Direito Público - Federal",RS,57,"0,38891398906707764","3,332975939241353","0,26143768429756165","4,8689812468322335","0,3496483266353607","4,946228206456067","4,298616565599003",5,
2016,582,"UNIVERSIDADE FEDERAL DE SANTA MARIA",UFSM,Universidade,"Pessoa Jurídica de Direito Público - Federal",RS,74,"0,5930376648902893","3,2501159399238073","0,22325284779071808","4,497818059751594","0,18370948731899261","4,770868347338936","3,8080456364752338",4,
2016,583,"UNIVERSIDADE FEDERAL DO CEARÁ",UFC,Universidade,"Pessoa Jurídica de Direito Público - Federal",CE,65,"0,5830710530281067","3,1656654296923232","0,2111700028181076","4,593651701458392","0,2057589292526245","4,748754448398575","3,792947948953879",4,
