Ano,Cód.IES,"Nome da IES","Sigla da IES","Org. Acadêmica","Categ. Administrativa","UF da IES","Nr. de Cursos com CPC no Triênio","alfa (Proporção de Graduandos)","Conceito médio da Graduação","beta (Proporção de Mestrandos - Equivalente)","Conceito Médio do Mestrado","gama (Proporção de Doutorandos - Equivalente)","Conceito Médio do doutorado","IGC (Contínuo)","IGC (faixa)",Observação
2016,1486,"FACULDADE ESTÁCIO DE SÁ DE VITÓRIA",FESV,Faculdade,"Privada com fins lucrativos",ES,7,1,"3,264331816256233",0,0,0,0,"3,264331816256233",4,
2016,1487,"FACULDADE DOM BOSCO",FDB,Faculdade,"Privada com fins lucrativos",PR,10,1,"2,480149631815096",0,0,0,0,"2,480149631815096",3,
2016,1488,"FACULDADE PARAÍSO",FAP,Faculdade,"Privada com fins lucrativos",RJ,9,1,"1,8761587429908315",0,0,0,0,"1,8761587429908315",2,
2016,1490,"FACULDADE DE JAGUARIÚNA",FAJ,Faculdade,"Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial",SP,21,1,"3,039760474785788",0,0,0,0,"3,039760474785788",4,
2016,1492,"FACULDADE PITÁGORAS DE UBERLÂNDIA","PIT UBERLÂNDIA",Faculdade,"Privada com fins lucrativos",MG,12,1,"2,3988894638515674",0,0,0,0,"2,3988894638515674",3,
2016,1493,"FACULDADE ALVES FARIA",ALFA,Faculdade,"Privada com fins lucrativos",GO,11,"0,9585558176040649","2,3335065978686704","0,041444189846515656",4,0,0,"2,402573084190546",3,
2016,1496,"FACULDADE ESTÁCIO DE SÁ DE VILA VELHA",FESVV,Faculdade,"Privada com fins lucrativos",ES,3,1,"3,080838229250406",0,0,0,0,"3,080838229250406",4,
2016,1497,"FACULDADE DE ADMINISTRAÇÃO DE SANTA CRUZ DO RIO PARDO",FASC,Faculdade,"Privada sem fins lucrativos",SP,2,1,"1,9388057700305195",0,0,0,0,"1,9388057700305195",2,
2016,1498,"INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA",FAVI,Faculdade,"Privada sem fins lucrativos",ES,4,1,"2,226453856756507",0,0,0,0,"2,226453856756507",3,
2016,1499,"FACULDADE ANHANGUERA DE TABOÃO DA SERRA",FATS,Faculdade,"Privada com fins lucrativos",SP,10,1,"2,134868215401006",0,0,0,0,"2,134868215401006",3,
2016,1500,"FACULDADE DE ENSINO SUPERIOR DE SÃO MIGUEL DO IGUAÇU",FAESI,Faculdade,"Privada com fins lucrativos",PR,8,1,"2,1317330887858703",0,0,0,0,"2,1317330887858703",3,
2016,1501,"FACULDADE LATINO AMERICANA DE EDUCAÇÃO",FLATED,Faculdade,"Privada sem fins lucrativos",CE,2,1,"2,228260668986874",0,0,0,0,"2,228260668986874",3,
2016,1502,"FACULDADE PITÁGORAS DE JUNDIAÍ","PIT JUNDIAÍ",Faculdade,"Privada com fins lucrativos",SP,10,1,"2,3971325594055095",0,0,0,0,"2,3971325594055095",3,
2016,1503,"FACULDADE DOUTOR LEOCÁDIO JOSÉ CORREIA",FALEC,Faculdade,"Privada sem fins lucrativos",PR,4,1,"2,5235770568423455",0,0,0,0,"2,5235770568423455",3,
2016,1504,"FACULDADE MAURÍCIO DE NASSAU DE MACEIÓ",,Faculdade,"Privada sem fins lucrativos",AL,12,1,"2,2351829418551024",0,0,0,0,"2,2351829418551024",3,
2016,1506,"INSTITUTO CENECISTA FAYAL DE ENSINO SUPERIOR",IFES,Faculdade,"Privada sem fins lucrativos",SC,3,1,"2,8691046691706266",0,0,0,0,"2,8691046691706266",3,
2016,1507,"FACULDADE PROJEÇÃO DE CEILÂNDIA",FACEB,Faculdade,"Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação",DF,7,1,"2,792551357584318",0,0,0,0,"2,792551357584318",3,
2016,1508,"FACULDADE METROPOLITANA DE MARINGÁ",,Faculdade,"Privada com fins lucrativos",PR,8,1,"2,7035329692512713",0,0,0,0,"2,7035329692512713",3,
2016,1513,"INSTITUTO DE CIÊNCIAS JURÍDICAS E SOCIAIS PROFESSOR CAMILLO FILHO",ICF,Faculdade,"Privada com fins lucrativos",PI,6,1,"2,0674750768023316",0,0,0,0,"2,0674750768023316",3,
2016,1514,"FACULDADE VALE DO CRICARÉ",F.V.C.,Faculdade,"Privada sem fins lucrativos",ES,6,"0,8747856020927429","2,422168341641594","0,12521441280841827",4,0,0,"2,6197356423465954",3,
2016,1515,"FACULDADE DE EDUCAÇÃO DE PORTO VELHO",UNIRON,Faculdade,"Privada com fins lucrativos",RO,2,1,"3,053394828010455",0,0,0,0,"3,053394828010455",4,
2016,1516,"FACULDADE DE VINHEDO",FV,Faculdade,"Privada sem fins lucrativos",SP,2,1,"2,103061268157219",0,0,0,0,"2,103061268157219",3,
2016,1518,"FACULDADE ANHANGUERA DE TAGUATINGA",,Faculdade,"Privada com fins lucrativos",DF,6,1,"2,3302463608693933",0,0,0,0,"2,3302463608693933",3,
2016,1519,"FACULDADE DE PATO BRANCO",FADEP,Faculdade,"Privada com fins lucrativos",PR,13,1,"2,5992242570748183",0,0,0,0,"2,5992242570748183",3,
2016,1520,"FACULDADE FIA DE ADMINISTRAÇÃO E NEGÓCIOS",FFIA,Faculdade,"Privada sem fins lucrativos",SP,1,"0,65625","4,2018111347722265","0,34375",4,0,0,"4,132438557194273",5,
2016,1521,"FACULDADE ESTÁCIO DE BELÉM - ESTÁCIO BELÉM","ESTÁCIO BELÉM",Faculdade,"Privada com fins lucrativos",PA,7,1,"2,734735268205008",0,0,0,0,"2,734735268205008",3,
2016,1523,"FACULDADE DE DIREITO FRANCISCO BELTRÃO",CESUL,Faculdade,"Privada com fins lucrativos",PR,1,1,"3,353379163980597",0,0,0,0,"3,353379163980597",4,
2016,1524,"FACULDADES INTEGRADAS OLGA METTIG",FAMETTIG,Faculdade,"Privada com fins lucrativos",BA,1,1,"2,569451818303947",0,0,0,0,"2,569451818303947",3,
2016,1530,"FACULDADE CENECISTA DE JOINVILLE - FACE",FCJ,Faculdade,"Privada sem fins lucrativos",SC,4,1,"2,4650526499528835",0,0,0,0,"2,4650526499528835",3,
2016,1532,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS NOSSA SENHORA APARECIDA",FNSA,Faculdade,"Privada sem fins lucrativos",SP,1,1,"2,06298233702584",0,0,0,0,"2,06298233702584",3,
2016,1535,"Faculdade de Pinhais",FAPI,Faculdade,"Privada sem fins lucrativos",PR,3,1,"2,2745275276085577",0,0,0,0,"2,2745275276085577",3,
2016,1536,"FACULDADE DE TELÊMACO BORBA",FATEB,Faculdade,"Privada com fins lucrativos",PR,5,1,"2,2805026842942064",0,0,0,0,"2,2805026842942064",3,
2016,1538,"FACULDADE PROJEÇÃO",FAPRO,Faculdade,"Privada sem fins lucrativos",DF,13,1,"3,2314460808166086",0,0,0,0,"3,2314460808166086",4,
2016,1540,"INSTITUTO DE ENSINO SUPERIOR DE RONDÔNIA",IESUR,Faculdade,"Privada sem fins lucrativos",RO,5,1,"2,478414238905562",0,0,0,0,"2,478414238905562",3,
2016,1541,"FACULDADE FLAMINGO",,Faculdade,"Privada com fins lucrativos",SP,15,1,"2,296994941806646",0,0,0,0,"2,296994941806646",3,
2016,1544,"FACULDADE DECISÃO",FADEC,Faculdade,"Privada com fins lucrativos",SC,1,1,"2,1650685250540977",0,0,0,0,"2,1650685250540977",3,
2016,1545,"INSTITUTO DE EDUCAÇÃO SUPERIOR DE BOITUVA",FIB,Faculdade,"Privada sem fins lucrativos",SP,4,1,"2,4905931607866565",0,0,0,0,"2,4905931607866565",3,
2016,1546,"FACULDADE DE EDUCAÇÃO SÃO FRANCISCO",FAESF,Faculdade,"Privada sem fins lucrativos",MA,6,1,"2,6112473848602216",0,0,0,0,"2,6112473848602216",3,
2016,1547,"FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO DO NORTE","ESTÁCIO FMJ",Faculdade,"Privada com fins lucrativos",CE,3,1,"2,7840436655556515",0,0,0,0,"2,7840436655556515",3,
2016,1550,"FACULDADE DE EDUCAÇÃO FÍSICA DE FOZ DO IGUAÇU",FEPI,Faculdade,"Privada sem fins lucrativos",PR,1,1,"3,432440593437371",0,0,0,0,"3,432440593437371",4,
2016,1552,"FACULDADE PIAUIENSE",FAP,Faculdade,"Privada com fins lucrativos",PI,8,1,"2,6372843992673043",0,0,0,0,"2,6372843992673043",3,
2016,1554,"FACULDADES INTEGRADAS DO VALE DO RIBEIRA",FIVR,Faculdade,"Privada com fins lucrativos",SP,16,1,"2,664538340629601",0,0,0,0,"2,664538340629601",3,
2016,1556,"FACULDADE SETE DE SETEMBRO",FA7,Faculdade,"Privada com fins lucrativos",CE,9,"0,993213415145874","2,9543019444377645","0,006786562502384186",4,0,0,"2,961398573616665",4,
2016,1558,"Faculdade Doctum de João Monlevade",DOCTUM,Faculdade,"Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação",MG,4,1,"2,822023080062827",0,0,0,0,"2,822023080062827",3,
2016,1561,"FACULDADE ESAMC SOROCABA",ESAMC,Faculdade,"Privada com fins lucrativos",SP,8,1,"2,7610185978632087",0,0,0,0,"2,7610185978632087",3,
2016,1562,"FACULDADE DE ILHA SOLTEIRA",FAISA,Faculdade,"Privada sem fins lucrativos",SP,2,1,"2,3432705240962863",0,0,0,0,"2,3432705240962863",3,
2016,1564,"FACULDADE SUL FLUMINENSE",FASF,Faculdade,"Privada com fins lucrativos",RJ,3,1,"2,7755128343578312",0,0,0,0,"2,7755128343578312",3,
2016,1565,"FACULDADE UNIME DE CIÊNCIAS JURÍDICAS",FCJ,Faculdade,"Privada com fins lucrativos",BA,1,1,"1,264365502439221",0,0,0,0,"1,264365502439221",2,
2016,1567,"FACULDADE VIZINHANÇA VALE DO IGUAÇU",VIZIVALI,Faculdade,"Pessoa Jurídica de Direito Público - Municipal",PR,3,1,"1,8773384066862606",0,0,0,0,"1,8773384066862606",2,
2016,1568,"FACULDADES INTEGRADAS DE CARATINGA",FIC,Faculdade,"Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação",MG,4,1,"2,8103182964491698",0,0,0,0,"2,8103182964491698",3,
2016,1569,"FACULDADES INTEGRADAS DE ARARAQUARA",FIAR,Faculdade,"Privada sem fins lucrativos",SP,6,1,"1,6871546031824465",0,0,0,0,"1,6871546031824465",2,
2016,1571,"FACULDADE UNIME DE CIÊNCIAS SOCIAIS",FCS,Faculdade,"Privada com fins lucrativos",BA,6,1,"2,45122345283208",0,0,0,0,"2,45122345283208",3,
2016,1572,"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS",FACISA,Faculdade,"Privada com fins lucrativos",BA,4,1,"2,902373486857311",0,0,0,0,"2,902373486857311",3,
2016,1573,"FACULDADE ALFREDO NASSER",FAN,Faculdade,"Privada sem fins lucrativos",GO,13,1,"2,8066417913733033",0,0,0,0,"2,8066417913733033",3,
2016,1574,"FACULDADE EDUCACIONAL DE MEDIANEIRA",FACEMED,Faculdade,"Privada com fins lucrativos",PR,4,1,"2,8332287019844644",0,0,0,0,"2,8332287019844644",3,
2016,1576,"INSTITUTO DE ENSINO SUPERIOR BLAURO CARDOSO DE MATTOS",FASERRA,Faculdade,"Privada sem fins lucrativos",ES,1,1,"1,675304208675309",0,0,0,0,"1,675304208675309",2,
2016,1577,"FACULDADE INTERMUNICIPAL DO NOROESTE DO PARANÁ",FACINOR,Faculdade,"Privada sem fins lucrativos",PR,5,1,"2,275275762522641",0,0,0,0,"2,275275762522641",3,
2016,1580,"FACULDADE DE CIÊNCIAS E EDUCAÇÃO SENA AIRES",FACESA,Faculdade,"Privada com fins lucrativos",GO,3,1,"3,084291925782503",0,0,0,0,"3,084291925782503",4,
2016,1581,"FACULDADE DA CIDADE DE SANTA LUZIA",FACSAL,Faculdade,"Privada sem fins lucrativos",MG,7,1,"2,106948086107135",0,0,0,0,"2,106948086107135",3,
2016,1583,"FACULDADE DE TECNOLOGIA DE INDAIATUBA",FATEC-ID,Faculdade,"Pessoa Jurídica de Direito Público - Estadual",SP,3,1,"2,531118249331716",0,0,0,0,"2,531118249331716",3,
2016,1584,"FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ","FATEC GT",Faculdade,"Pessoa Jurídica de Direito Público - Estadual",SP,4,1,"2,483885045320734",0,0,0,0,"2,483885045320734",3,
2016,1585,"FACULDADE ENERGIA DE ADMINISTRAÇÃO E NEGÓCIOS",FEAN,Faculdade,"Privada com fins lucrativos",SC,4,1,"2,5963123269897737",0,0,0,0,"2,5963123269897737",3,
2016,1587,"FACULDADES INTEGRADAS DE TANGARÁ DA SERRA",FITS,Faculdade,"Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Mercantil ou Comercial",MT,4,1,"2,4244609650873636",0,0,0,0,"2,4244609650873636",3,
2016,1590,"FACULDADE ESTÁCIO DE SÃO LUÍS","ESTÁCIO SÃO LUÍS",Faculdade,"Privada com fins lucrativos",MA,9,1,"2,4944292983856475",0,0,0,0,"2,4944292983856475",3,
2016,1591,"FACULDADE ESTÁCIO MACAPÁ - ESTÁCIO MACAPÁ","ESTÁCIO MACAPÁ",Faculdade,"Privada sem fins lucrativos",AP,10,1,"2,5557513050700624",0,0,0,0,"2,5557513050700624",3,
2016,1592,"FACULDADE DE ODONTOLOGIA DE MANAUS",FOM,Faculdade,"Privada sem fins lucrativos",AM,1,1,"0,6946949828125565",0,0,0,0,"0,6946949828125565",1,
2016,1597,"FACULDADE SANTA FÉ",CESSF,Faculdade,"Privada com fins lucrativos",MA,2,1,"2,3028613369063344",0,0,0,0,"2,3028613369063344",3,
2016,1598,"FACULDADE POLITÉCNICA DE UBERLÂNDIA",FPU,Faculdade,"Privada com fins lucrativos",MG,11,1,"2,160435481322436",0,0,0,0,"2,160435481322436",3,
2016,1599,"INSTITUTO DE ENSINO SUPERIOR PRESIDENTE TANCREDO DE ALMEIDA NEVES",IPTAN,Faculdade,"Privada com fins lucrativos",MG,5,1,"3,0733170819869158",0,0,0,0,"3,0733170819869158",4,
2016,1600,"INSTITUTO DE CIÊNCIAS DA SAÚDE",ICS,Faculdade,"Privada sem fins lucrativos",MG,9,1,"2,497325063188269",0,0,0,0,"2,497325063188269",3,
2016,1601,"FACULDADE CIDADE DE COROMANDEL",FCC,Faculdade,"Privada sem fins lucrativos",MG,3,1,"2,081568538031788",0,0,0,0,"2,081568538031788",3,
2016,1606,"FACULDADES INTEGRADAS DE CASSILÂNDIA",FIC,Faculdade,"Privada com fins lucrativos",MS,4,1,"1,4112325425353873",0,0,0,0,"1,4112325425353873",2,
2016,1607,"FACULDADE LUTERANA SÃO MARCOS",FALSM,Faculdade,"Privada sem fins lucrativos",RS,1,1,"2,796497462038529",0,0,0,0,"2,796497462038529",3,
2016,1609,"FACULDADE DOS CERRADOS PIAUIENSES",FCP,Faculdade,"Privada com fins lucrativos",PI,1,1,"2,046202334230642",0,0,0,0,"2,046202334230642",3,
2016,1610,"FACULDADE DAS ATIVIDADES EMPRESARIAIS DE TERESINA",FAETE,Faculdade,"Privada sem fins lucrativos",PI,3,1,"2,3527968504788794",0,0,0,0,"2,3527968504788794",3,
2016,1611,"FACULDADE EDUCACIONAL DE ARAPOTI",FATI,Faculdade,"Privada com fins lucrativos",PR,2,1,"2,6766054029524424",0,0,0,0,"2,6766054029524424",3,
2016,1612,"FACULDADE SUL BRASIL",FASUL,Faculdade,"Privada com fins lucrativos",PR,14,1,"2,907492594280773",0,0,0,0,"2,907492594280773",3,
2016,1613,"FACULDADE ADVENTISTA PARANAENSE",IAP,Faculdade,"Privada sem fins lucrativos",PR,1,1,"2,996158721505096",0,0,0,0,"2,996158721505096",4,
2016,1614,"FACULDADE ASTORGA",FAAST,Faculdade,"Privada sem fins lucrativos",PR,2,1,"2,4314515169397284",0,0,0,0,"2,4314515169397284",3,
2016,1615,"INSTITUTO SUPERIOR DO LITORAL DO PARANÁ",ISULPAR,Faculdade,"Privada sem fins lucrativos",PR,6,1,"1,8511209023374042",0,0,0,0,"1,8511209023374042",2,
2016,1618,"INSTITUTO BLUMENAUENSE DE ENSINO SUPERIOR",IBES,Faculdade,"Privada com fins lucrativos",SC,6,1,"3,059188494515991",0,0,0,0,"3,059188494515991",4,
2016,1619,"FACULDADE ERNESTO RISCALI",FAER,Faculdade,"Privada com fins lucrativos",SP,3,1,"2,3160052785539156",0,0,0,0,"2,3160052785539156",3,
2016,1620,"FACULDADE SANTA RITA",FASAR,Faculdade,"Privada com fins lucrativos",SP,1,1,"2,2789263677472453",0,0,0,0,"2,2789263677472453",3,
2016,1621,"FACULDADE NETWORK",NWK,Faculdade,"Privada com fins lucrativos",SP,4,1,"2,3925632894860773",0,0,0,0,"2,3925632894860773",3,
2016,1622,"FACULDADE DO INTERIOR PAULISTA",FIP,Faculdade,"Privada sem fins lucrativos",SP,1,1,"2,0156208963791",0,0,0,0,"2,0156208963791",3,
2016,1623,"FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA",FCAA,Faculdade,"Privada sem fins lucrativos",SP,1,1,"1,8085180337409346",0,0,0,0,"1,8085180337409346",2,
2016,1624,"FACULDADE MARECHAL RONDON",FMR,Faculdade,"Privada sem fins lucrativos",SP,5,1,"2,722871049600388",0,0,0,0,"2,722871049600388",3,
2016,1628,"FACULDADE DE CIÊNCIAS HUMANAS DE AGUAÍ",FACHA,Faculdade,"Privada com fins lucrativos",SP,1,1,"2,293175931285751",0,0,0,0,"2,293175931285751",3,
2016,1632,"FACULDADE PITÁGORAS DE LONDRINA",,Faculdade,"Privada com fins lucrativos",PR,12,1,"2,8109718653853633",0,0,0,0,"2,8109718653853633",3,
2016,1637,"FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS DE MACEIÓ",FAMA,Faculdade,"Privada com fins lucrativos",AL,1,1,"1,258659578977899",0,0,0,0,"1,258659578977899",2,
2016,1638,"FACULDADE DO AMAZONAS",IAES,Faculdade,"Privada com fins lucrativos",AM,1,1,"1,991780870072901",0,0,0,0,"1,991780870072901",3,
2016,1639,"FACULDADE HÉLIO ROCHA",FHR,Faculdade,"Privada com fins lucrativos",BA,3,1,"2,3149045091630933",0,0,0,0,"2,3149045091630933",3,
2016,1641,"FACULDADE SOCIAL DA BAHIA",FSBA,Faculdade,"Privada sem fins lucrativos",BA,8,1,"2,4219742298881544",0,0,0,0,"2,4219742298881544",3,
2016,1642,"FACULDADE DE TECNOLOGIA E CIÊNCIAS DE ITABUNA",FTC,Faculdade,"Privada com fins lucrativos",BA,9,1,"2,5841363942141515",0,0,0,0,"2,5841363942141515",3,
2016,1643,"FACULDADE ANÍSIO TEIXEIRA DE FEIRA DE SANTANA",FAT,Faculdade,"Privada sem fins lucrativos",BA,9,1,"3,481423257073588",0,0,0,0,"3,481423257073588",4,
2016,1644,"FACULDADE UNIME DE EDUCAÇÃO E COMUNICAÇÃO",FEC,Faculdade,"Privada com fins lucrativos",BA,2,1,"3,193905690883758",0,0,0,0,"3,193905690883758",4,
2016,1645,"FACULDADE DE TECNOLOGIA E CIÊNCIAS DE JEQUIÉ",FTC,Faculdade,"Privada com fins lucrativos",BA,5,1,"2,6687947734714492",0,0,0,0,"2,6687947734714492",3,
2016,1646,"FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DE PARAÍSO",FECIPAR,Faculdade,"Pessoa Jurídica de Direito Público - Municipal",TO,3,1,"1,6986655978442093",0,0,0,0,"1,6986655978442093",2,
2016,1647,"FACULDADE DE ENSINO E CULTURA DO CEARÁ",FAECE,Faculdade,"Privada sem fins lucrativos",CE,6,1,"2,510892527668592",0,0,0,0,"2,510892527668592",3,
2016,1651,"FACULDADE DE EDUCAÇÃO",ISECUB,Faculdade,"Privada sem fins lucrativos",ES,1,1,"1,6218335572498404",0,0,0,0,"1,6218335572498404",2,
2016,1653,"FACULDADE DE CIÊNCIA E EDUCAÇÃO DO CAPARAÓ",FACEC,Faculdade,"Privada com fins lucrativos",ES,2,1,"1,0819520822732236",0,0,0,0,"1,0819520822732236",2,
2016,1655,"FACULDADE CENECISTA DE SETE LAGOAS",FCSL,Faculdade,"Privada sem fins lucrativos",MG,2,1,"1,9445545417371695",0,0,0,0,"1,9445545417371695",2,
2016,1656,"INSTITUTO DE ENSINO SUPERIOR DE TERESINA",IEST,Faculdade,"Privada sem fins lucrativos",PI,7,1,"2,1397830379541753",0,0,0,0,"2,1397830379541753",3,
2016,1657,"FACULDADE EDUCACIONAL DE DOIS VIZINHOS",FAED,Faculdade,"Privada com fins lucrativos",PR,8,1,"2,436685714348734",0,0,0,0,"2,436685714348734",3,
2016,1658,"FACULDADE INTEGRADA DA GRANDE FORTALEZA",FGF,Faculdade,"Privada com fins lucrativos",CE,11,1,"2,872845184364328",0,0,0,0,"2,872845184364328",3,
2016,1659,"FACULDADE ESTÁCIO DE SÁ DE OURINHOS",FAESO,Faculdade,"Privada com fins lucrativos",SP,7,1,"2,9711425611788256",0,0,0,0,"2,9711425611788256",4,
2016,1661,"Faculdade Projeção de Sobradinho",FAPRO,Faculdade,"Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação",DF,6,1,"2,747507045673458",0,0,0,0,"2,747507045673458",3,
2016,1662,"Faculdade Doctum de Administração e Educação de Vitória",DOCTUM,Faculdade,"Privada sem fins lucrativos",ES,1,1,"2,9241977370707604",0,0,0,0,"2,9241977370707604",3,
2016,1663,"FACULDADE ARAGUAIA",FARA,Faculdade,"Privada com fins lucrativos",GO,8,1,"2,7051045985220097",0,0,0,0,"2,7051045985220097",3,
2016,1664,"FACULDADE DA SAÚDE E ECOLOGIA HUMANA",FASEH,Faculdade,"Privada com fins lucrativos",MG,1,1,"2,5962827035736415",0,0,0,0,"2,5962827035736415",3,
2016,1666,"FACULDADE NOVOS HORIZONTES","NOVOS HORIZONTES",Faculdade,"Privada com fins lucrativos",MG,9,"0,9430894255638123","2,7459504373300976","0,056910570710897446",4,0,0,"2,8173191034119305",3,
2016,1668,"FACULDADE ANHANGUERA DE NEGÓCIOS DE BELO HORIZONTE",,Faculdade,"Privada com fins lucrativos",MG,1,1,"2,6470761083854804",0,0,0,0,"2,6470761083854804",3,
2016,1669,"INSTITUTO METROPOLITANO DE ENSINO SUPERIOR",IMES,Faculdade,"Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil",MG,1,1,"2,771481380547738",0,0,0,0,"2,771481380547738",3,
2016,1670,"FACULDADE ASA DE BRUMADINHO","IECEMB - FAB",Faculdade,"Privada com fins lucrativos",MG,3,1,"2,966898285905085",0,0,0,0,"2,966898285905085",4,
2016,1672,"INSTITUTO ESPERANÇA DE ENSINO SUPERIOR",IESPES,Faculdade,"Privada sem fins lucrativos",PA,8,1,"2,885680320499505",0,0,0,0,"2,885680320499505",3,
2016,1675,"FACULDADE METROPOLITANA DA GRANDE RECIFE",UNESJ,Faculdade,"Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação",PE,12,1,"1,9807474857188958",0,0,0,0,"1,9807474857188958",3,
2016,1676,"FACULDADE SÃO MIGUEL","FACULDADE SÃO MIGUEL",Faculdade,"Privada com fins lucrativos",PE,5,1,"2,664116133334792",0,0,0,0,"2,664116133334792",3,
2016,1677,"FACULDADE DE ENSINO SUPERIOR DO PIAUÍ",FAESPI,Faculdade,"Privada com fins lucrativos",PI,4,1,"2,1738327279522007",0,0,0,0,"2,1738327279522007",3,
2016,1678,"FACULDADE DE CIÊNCIAS DE WENCESLAU BRAZ",FACIBRA,Faculdade,"Privada com fins lucrativos",PR,1,1,"1,7562135389737317",0,0,0,0,"1,7562135389737317",2,
2016,1679,"FACULDADE DE CAMPINA GRANDE DO SUL",FACSUL,Faculdade,"Privada com fins lucrativos",PR,2,1,"2,453199152125951",0,0,0,0,"2,453199152125951",3,
2016,1680,"FACULDADE DE CIÊNCIAS E TECNOLOGIA MATER CHRISTI","MATER CHRISTI",Faculdade,"Privada com fins lucrativos",RN,4,1,"2,0115218779929376",0,0,0,0,"2,0115218779929376",3,
2016,1681,"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS IBMEC","FACULDADES IBMEC",Faculdade,"Pessoa Jurídica de Direito Privado - Com fins lucrativos - Sociedade Civil",RJ,2,1,"2,830512239018992",0,0,0,0,"2,830512239018992",3,
2016,1682,"FACULDADE SALESIANA MARIA AUXILIADORA",FSMA,Faculdade,"Privada sem fins lucrativos",RJ,8,1,"1,9788047214903814",0,0,0,0,"1,9788047214903814",3,
2016,1683,"FACULDADE PIAUIENSE",FAP,Faculdade,"Privada com fins lucrativos",PI,6,1,"2,629986917876263",0,0,0,0,"2,629986917876263",3,
2016,1686,"FACULDADE BARDDAL DE ARTES APLICADAS",FB-AA,Faculdade,"Privada com fins lucrativos",SC,2,1,"1,462540964468676",0,0,0,0,"1,462540964468676",2,
2016,1689,"FACULDADE SANTA IZILDINHA",FIESI,Faculdade,"Privada com fins lucrativos",SP,7,1,"2,4249660793762597",0,0,0,0,"2,4249660793762597",3,
2016,1690,"FACULDADE DE SÃO VICENTE",FSV,Faculdade,"Privada com fins lucrativos",SP,9,1,"2,250862422130546",0,0,0,0,"2,250862422130546",3,
2016,1692,"ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE PORTO FERREIRA",ESPF,Faculdade,"Privada com fins lucrativos",SP,4,1,"2,5033156397684766",0,0,0,0,"2,5033156397684766",3,
2016,1693,"FACULDADE ITANHAÉM",FAITA,Faculdade,"Privada com fins lucrativos",SP,1,1,"1,3689251318177726",0,0,0,0,"1,3689251318177726",2,
2016,1694,"ESCOLA SUPERIOR DE CRICIÚMA - ESUCRI",ESUCRI,Faculdade,"Privada com fins lucrativos",SC,8,1,"2,455927901793455",0,0,0,0,"2,455927901793455",3,
2016,1695,"FACULDADE DE EDUCAÇÃO DE BOM DESPACHO",FACEB,Faculdade,"Pessoa Jurídica de Direito Privado - Sem fins lucrativos - Fundação",#N/D,2,1,"2,8770880605191165",0,0,0,0,"2,8770880605191165",3,
2016,1696,"FACULDADE CENTRAL DE CRISTALINA",FACEC,Faculdade,"Privada com fins lucrativos",GO,3,1,"1,9647533403720447",0,0,0,0,"1,9647533403720447",3,
2016,1697,"FACULDADE ESCRITOR OSMAN DA COSTA LINS",FACOL,Faculdade,"Privada sem fins lucrativos",PE,7,1,"2,6500169744168094",0,0,0,0,"2,6500169744168094",3,
2016,1699,"FACULDADE DE EDUCAÇÃO DE JARU",UNICENTRO,Faculdade,"Privada sem fins lucrativos",RO,5,1,"2,4204848712742564",0,0,0,0,"2,4204848712742564",3,
2016,1700,"FACULDADE PROMOVE DE SETE LAGOAS",FSLMG,Faculdade,"Privada sem fins lucrativos",MG,5,1,"2,9707199745927078",0,0,0,0,"2,9707199745927078",4,
2016,1701,"FACULDADE MACHADO DE ASSIS",FAMA,Faculdade,"Privada sem fins lucrativos",RJ,6,1,"2,8612143589552734",0,0,0,0,"2,8612143589552734",3,
2016,1703,"INSTITUTO DE ENSINO SUPERIOR DE RIO VERDE",IESRIVER,Faculdade,"Privada sem fins lucrativos",GO,7,1,"2,920439987111289",0,0,0,0,"2,920439987111289",3,
2016,1707,"FACULDADE DE CIÊNCIAS CONTÁBEIS DE RECIFE",FACCOR,Faculdade,"Privada sem fins lucrativos",PE,1,1,"2,6340889616082253",0,0,0,0,"2,6340889616082253",3,
2016,1708,"INSTITUTO PERNAMBUCANO DE ENSINO SUPERIOR",IPESU,Faculdade,"Privada sem fins lucrativos",PE,7,1,"2,0685165442642726",0,0,0,0,"2,0685165442642726",3,
